Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department: ","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Agency Staff;
Headcount","Non-payroll staff;
Agency Staff;
Full-time equivalent","Non-payroll staff;
Interim managers;
Headcount","Non-payroll staff;
Interim managers;
Full-time equivalent","Non-payroll staff;
Specialist Contractors;
Headcount","Non-payroll staff;
Specialist Contractors;
Full-time equivalent","Non-payroll staff;
Consultants/consultancy;
Headcount","Non-payroll staff;
Consultants/consultancy;
Full-time equivalent","Non-payroll staff;
Total;
Headcount","Non-payroll staff;
Total;
Full-time equivalent","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour: agency staff, interim managers and specialist contractors","Non-Payroll staff costs;
Consultants/consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs,,,,,,,,,
2021,July,Department of Health (excl agencies),Ministerial Department,Department of Health and Social Care,29.00,28.33,511.00,498.25,1578.00,1540.40,1402.00,1363.82,272.00,263.08,255.00,249.76,"4,047","3,944",218,217.20,,,84,84.00,9,8.60,311,310,"4,358","4,253","£15,134,084.23","£50,170.33","£202,450.00","£218,592.37","£4,129,079.92","£1,784,492.65","£21,518,869.50","£28,374,982.65",,"£28,374,982.65","£49,893,852.15",,,,,,,,,
2021,July,Care Quality Commission ,Executive Non-Departmental Public Body,Department of Health and Social Care,194.00,179.32,417.00,399.50,1943.00,1873.88,512.00,499.34,167.00,158.64,13.00,3.00,"3,246","3,114",14,14.00,8,8.00,6,6.00,1,1.00,29,29,"3,275","3,143","£11,053,877.00","£107,097.00",,"£61,633.00","£1,424,151.00","£1,163,475.00","£13,810,233.00","£270,950.10",,"£270,950.10","£14,081,183.10",,,,,,,,,
2021,July,Health & Social Care Information Centre,Executive Non-Departmental Public Body,Department of Health and Social Care,25.00,25.00,362.00,345.20,779.00,753.80,1223.00,1183.70,186.00,176.90,,,"2,575","2,485",511,426.80,404,350.60,0,0.00,,,915,777.4,"3,490","3,262","£10,195,850.01","£489,080.43",,"£6,379.92","£2,027,170.74","£1,214,274.83","£13,932,755.93","£8,397,801.45",,"£8,397,801.45","£22,330,557.38",,,,,,,,,
2021,July,Health Education England,Special Health Authority,Department of Health and Social Care,82.00,75.27,778.00,729.08,741.00,703.42,727.00,687.74,1015.00,379.09,,,"3,343","2,575",,,,,,,,,0,0,"3,343","2,575","£10,379,266.18","£7,026.53", ,"£2,948.74","£1,283,586.06","£1,052,697.71","£12,725,525.22","£272,621.91",,"£272,621.91","£12,998,147.13",,,,,,,,,
2021,July,Health Research Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,0.00,0.00,93.00,88.81,106.00,101.68,49.00,47.20,6.00,6.00,,,254,244,2,2.00,2,2.00,,,,,4,4,258,248,"£804,693.07",,,£835.34,"£105,036.14","£82,472.58","£993,037.13","£58,457.75",,"£58,457.75","£1,051,494.88",,,,,,,,,
2021,July,Human Fertilisation & Embryology Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,0.00,0.00,18.00,17.20,37.00,35.90,8.00,7.40,4.00,3.50,0.00,0.00,67,64,1,1.00,0,0.00,5,5.00,0,0.00,6,6,73,70,"£242,983.00",,,,"£64,570.00","£27,228.00","£334,781.00","£54,795.00",,"£54,795.00","£389,576.00",,,,,,,,,
2021,July,Human Tissue Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,1.00,1.00,5.00,5.00,27.00,26.72,8.00,8.00,3.00,3.00,,,44,44,,,,,,,,,0,0,44,44,"£179,444.42",£0.00,£0.00,£0.00,"£32,062.09","£20,365.61","£231,872.12","£10,524.48","£42,168.00","£52,692.48","£284,564.60",,,,,,,,,
2021,July,Medicines & Healthcare products Regulatory Agency,Executive Agency,Department of Health and Social Care,54.00,53.61,198.00,192.17,500.00,491.62,425.00,408.12,161.00,144.39,0.00,0.00,"1,338","1,290",37,37.00,6,5.37,11,11.00,0,0.00,54,53.37,"1,392","1,343","£5,203,009.29","£11,444.90","£2,200.00","£39,189.43","£1,396,883.71","£583,304.34","£7,236,031.67","£2,741,324.36",,"£2,741,324.36","£9,977,356.03",,,,,,,,,
2021,July,Monitor,Executive Non-Departmental Public Body,Department of Health and Social Care,0.00,0.00,2.00,2.00,10.00,9.19,22.00,21.50,69.00,66.48,7.00,7.00,110,106,,,,,,,,,0,0,110,106,"£771,573.71","£4,661.45",£0.00,£0.00,"£220,139.83","£97,933.52","£1,094,308.51","-£1,065.34",,"-£1,065.34","£1,093,243.17",,,,,,,,,
2021,July,National Institute for Health and Care Excellence,Executive Non-Departmental Public Body,Department of Health and Social Care,17.00,17.00,99.00,94.96,282.00,267.74,273.00,258.51,70.00,66.48,0.00,0.00,741,705,4,3.75,0,0.00,0,0.00,11,5.40,15,9.15,756,714,"£2,797,010.23","£1,433.63",£0.00,£0.00,"£544,246.41","£312,420.56","£3,655,110.83","£32,062.64","£177,430.41","£209,493.05","£3,864,603.88",,,,,,,,,
