Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Admin and Clerical;
Headcount","Non-payroll staff;
Admin and Clerical;
Full-time equivalent","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Headcount","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Full-time equivalent","Non-payroll staff;
Other Contingent labour;
Headcount","Non-payroll staff;
Other Contingent labour;
Full-time equivalent","Non-payroll staff;
Total Contingent labour;
Headcount","Non-payroll staff;
Total Contingent labour;
Full-time equivalent","Non-payroll staff;
Consultancy;
Number of Contracts","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour","Non-Payroll staff costs;
Consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs
2025,August,Cabinet Office,Ministerial Department,Cabinet Office,472.00,421.51,725.00,699.95,2618.00,2561.34,2960.00,2895.92,332.00,325.77,2477.00,2462.18,"9,584","9,367",37,22.48,350,329.95,0.00,0.00,387,352,2.00,"9,971","9,719","£41,821,877.99","£1,332,481.76","£8,406,721.26","£293,280.55","£10,515,558.93","£7,206,785.12","£69,576,705.61","£3,844,662.00","£33,268.13","£3,877,930.13","£73,454,635.74"
2025,August,Civil Service Commission,Executive Non-Departmental Public Body,Cabinet Office,0.00,0.60,6.00,6.00,14.00,13.20,9.00,8.59,1.00,1.00,0.00,0.00,30,29,0,0.00,0,0.00,0.00,0.00,0,0,0.00,30,29,"£121,933.13","£1,013.33","£1,500.00",£0.00,"£35,923.22","£16,727.88","£177,097.56",£0.00,£0.00,£0.00,"£177,097.56"
2025,August,Crown Commercial Service,Executive Agency,Cabinet Office,13.00,13.00,90.00,85.58,411.00,390.70,199.00,190.20,25.00,25.00,,,738,704,0,0.00,41,40.90,0.00,0.00,41,41,0.00,779,745,"£2,802,263.36","£58,875.80",£0.00,"£10,508.96","£813,607.97","£386,610.27","£4,071,866.36","£518,202.81","£17,199.30","£535,402.11","£4,607,268.47"
2025,August,Government Property Agency,Executive Agency,Cabinet Office,3.00,2.89,15.00,14.10,136.00,134.00,224.00,220.06,34.00,33.43,0.00,0.00,412,404,69,67.00,0,0.00,0.00,0.00,69,67,0.00,481,471,"£1,943,375.00","£136,441.00","£255,000.00",£0.00,"£558,513.00","£327,080.00","£3,220,409.00","£328,970.03","£3,589.93","£332,559.96","£3,552,968.96"
2025,August,Equality and Human Rights Commission,Executive Non-Departmental Public Body,Cabinet Office,0.00,0.00,11.00,9.90,104.00,98.20,68.00,64.90,10.00,10.00,0.00,0.00,193,183,1,0.60,3,3.00,0.00,0.00,4,4,0.00,197,187,"£7,364,137.00","£7,823.00",£109.00,"£6,780.00","£211,512.00","£103,734.00","£7,694,095.00","£32,566.00",£0.00,"£32,566.00","£7,726,661.00"
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
