Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Admin and Clerical;
Headcount","Non-payroll staff;
Admin and Clerical;
Full-time equivalent","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Headcount","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Full-time equivalent","Non-payroll staff;
Other Contingent labour;
Headcount","Non-payroll staff;
Other Contingent labour;
Full-time equivalent","Non-payroll staff;
Total Contingent labour:
Headcount","Non-payroll staff;
Total Contingent labour:
Full-time equivalent","Non-payroll staff;
Consultancy;
Number of Contracts","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour","Non-Payroll staff costs;
Consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs,,,,,,,,,
2023,May,Department for Work and Pensions,Ministerial Department,Department for Work and Pensions,25117.00,21531.57,43161.00,38592.10,12843.00,12134.02,3937.00,3787.86,287.00,279.04,0.00,0.00,"85,345","76,325",0.00,0.00,810,810.00,0.00,0.00,810,810,0.00,"86,155","77,135","£199,603,729.51","£3,577,100.97","£395,177.35","£6,049,340.53","£53,402,716.11","£20,042,446.68","£283,070,511.15","£12,857,782.24","£232,994.30","£13,090,776.54","£296,161,287.69",,,,,,,,,
2023,May,Health and Safety Executive,Crown Non Departmental Public Body,Department for Work and Pensions,313.00,285.00,503.00,475.60,1472.00,1402.38,553.00,531.51,33.00,31.90,0.00,0.00,"2,874","2,726",31,30.80,61,60.87,0.00,0.00,92,92,0.00,"2,966","2,818","£10,020,293.77","£164,127.25",£0.00,"£14,621.16","£2,746,581.78","£1,152,322.86","£14,097,946.82","£710,185.72",£0.00,"£710,185.72","£14,808,132.54",,,,,,,,,
2023,May,The Pensions Regulator,Executive Non-Departmental Public Body,Department for Work and Pensions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,958.02,930.12,958,930,57.6285,55.95,0.00,0.00,1.03,1.00,59,57,0.00,"1,017",987,"£4,157,953.84",£0.00,"£125,919.08","£15,134.11","£1,096,659.18","£455,666.69","£5,851,332.90","£790,879.79",£0.00,"£790,879.79","£6,642,212.69",,,,,,,,,
2023,May,Money & Pensions Service,Executive Non-Departmental Public Body,Department for Work and Pensions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,505.00,482.31,505,482,0.00,0.00,7,6.60,0.00,0.00,7,7,0.00,512,489,"£2,339,747.51","£31,055.04",£0.00,£0.00,"£237,185.24","£263,868.92","£2,871,856.71","£109,080.71",£0.00,"£109,080.71","£2,980,937.42",,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
