Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department: ","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Agency Staff;
Headcount","Non-payroll staff;
Agency Staff;
Full-time equivalent","Non-payroll staff;
Interim managers;
Headcount","Non-payroll staff;
Interim managers;
Full-time equivalent","Non-payroll staff;
Specialist Contractors;
Headcount","Non-payroll staff;
Specialist Contractors;
Full-time equivalent","Non-payroll staff;
Consultants/consultancy;
Headcount","Non-payroll staff;
Consultants/consultancy;
Full-time equivalent","Non-payroll staff;
Total;
Headcount","Non-payroll staff;
Total;
Full-time equivalent","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour: agency staff, interim managers and specialist contractors","Non-Payroll staff costs;
Consultants/consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs,,,,,,,,,
2021,October,Department for Education,Ministerial Department,Department for Education,88,82.8,764,738.5,"2,746","2,655.6","2,228","2,140.3",212,201.8,7,6.8,"6,045",5826,57,57.0,,,94,91.8,,,151,149,"6,196","5,975","£18,248,238.67","£482,859.23","£642,344.21","£63,072.17","£5,848,172.38","£2,490,074.29","£27,774,760.95","£1,491,996.55","£332,105.17","£1,824,101.72","£29,598,862.67",Please note we are unable to split the contingent labour by interims or specialist contractors. Consultants/Consultancy cannot be measured in HC or FTE. ,,,,,,,,
2021,October,Education & Skills Funding Agency ,Executive Agency,Department for Education,22,20.6,173,166.6,985,950.0,582,567.6,41,39.4,,,"1,803",1744,,,,,1,1.0,,,1,1,"1,804","1,745","£5,923,448.43","£92,199.30","£72,300.00","£5,388.31","£1,660,496.68","£697,312.38","£8,451,145.10","-£7,200.97","-£2,999.11","-£10,200.08","£8,440,945.02",,,,,,,,,
2021,October,Teaching Regulation Authority,Executive Agency,Department for Education,15,15.0,28,27.0,28,26.5,7,6.7,1,1.0,,,79,76,,,,,,,,,0,0,79,76,"£183,501.75","£1,366.57",£0.00,£0.00,"£49,038.24","£18,459.49","£252,366.05","£2,082.03",£0.00,"£2,082.03","£254,448.08",,,,,,,,,
2021,October,Standards and Testing Agency,Executive Agency,Department for Education,0,0.0,11,10.8,67,63.0,33,31.8,4,4.0,,,115,110,,,,,,,1,1.0,1,1,116,111,"£411,321.81","£2,857.64","£11,250.00",£0.00,"£111,086.37","£48,654.63","£585,170.45",£0.00,£0.00,£0.00,"£585,170.45",,,,,,,,,
2021,October,The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,,,2,2.0,15,13.8,7,6.6,5,5.0,,,29,27,2,2.0,,,,,,,2,2,31,29,"£118,343.20","£2,111.97",,,"£31,570.46","£13,742.51","£165,768.14","£14,033.48",,"£14,033.48","£179,801.62",,,,,,,,,
2021,October,Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,49,44.0,333,328.8,244,241.0,18,17.8,6,5.5,1,0.2,651,637,4,4.0,1,1.0,,,,,5,5,656,642,"£2,028,051.29","£148,238.04","£30,000.00","£12,695.23","£148,564.82","£224,961.40","£2,592,510.78","£126,068.13","£18,198.26","£144,266.39","£2,736,777.17",,,,,,,,,
2021,October,Engineering Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,9,9,34,33.8,31,30.2,4,4,,,,,78,77,,,,,3,0.3,4,0.3,7,1,85,78,"£305,649.00","£39,353.00",£79.00,£0.00,"£43,110.00","£37,210.00","£425,401.00","£1,610.00","£2,030.00","£3,640.00","£429,041.00",,,,,,,,,
2021,October,Office for Students,Executive Non-Departmental Public Body,Department for Education,17,16.2,7,6.4,184,170.5,143,130.8,43,41.0,,,394,365,3,3.0,,,2,2.0,,,5,5,399,370,"£1,390,091.00","£19,705.00",£0.00,£740.00,"£374,600.00","£146,578.00","£1,931,714.00","£22,755.00",,"£22,755.00","£1,954,469.00",,,,,,,,,
2021,October,Student Loans Company Ltd,Executive Non-Departmental Public Body,Department for Education,"1,917","1,811.1","1,023",997.0,270,265.0,30,29.8,8,8.0,0,0.0,"3,248",3111,25,25.0,0,0.0,12,12.0,0,0.0,37,37,"3,285","3,148","£7,009,707.53","£175,985.32","£13,664.42","£354,897.55","£1,351,533.97","£696,246.84","£9,602,035.63","£127,184.80",£0.00,"£127,184.80","£9,729,220.43",,,,,,,,,
2021,October,Institute for Apprenticeships and Technical Education,Executive Non-Departmental Public Body,Department for Education,4,4.0,9,8.5,95,93.8,139,137.3,13,12.2,,,260,256,7,7.0,,,,,,,7,7,267,263,"£1,048,310.33",,£50.00,,"£277,426.62","£123,020.76","£1,448,807.71","£22,030.25",,"£22,030.25","£1,470,837.96",,,,,,,,,
