Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department: ","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Agency Staff;
Headcount","Non-payroll staff;
Agency Staff;
Full-time equivalent","Non-payroll staff;
Interim managers;
Headcount","Non-payroll staff;
Interim managers;
Full-time equivalent","Non-payroll staff;
Specialist Contractors;
Headcount","Non-payroll staff;
Specialist Contractors;
Full-time equivalent","Non-payroll staff;
Consultants/consultancy;
Headcount","Non-payroll staff;
Consultants/consultancy;
Full-time equivalent","Non-payroll staff;
Total;
Headcount","Non-payroll staff;
Total;
Full-time equivalent","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour: agency staff, interim managers and specialist contractors","Non-Payroll staff costs;
Consultants/consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs,,,,,,,,,
2021,June,Department of Health (excl agencies),Ministerial Department,Department of Health and Social Care,32.00,31.33,494.00,483.36,1549.00,1514.84,1405.00,1366.28,287.00,277.45,172.00,168.92,"3,939","3,842",208,207.25,,,85,85.00,14,13.50,307,306,"4,246","4,148","£14,948,881.56","£58,238.06","£451,998.00","£206,596.33","£3,931,915.96","£1,794,881.60","£21,392,511.51",,,£0.00,"£21,392,511.51",,,,,,,,,
2021,June,Care Quality Commission ,Executive Non-Departmental Public Body,Department of Health and Social Care,195.00,180.48,421.00,403.84,1948.00,1880.16,510.00,497.72,167.00,158.84,13.00,3.00,"3,254","3,124",20,20.00,5,5.00,6,6.00,2,2.00,33,33,"3,287","3,157","£11,168,627.00","£105,802.00",£0.00,"£59,453.00","£1,415,847.00","£1,170,586.00","£13,920,315.00","£187,396.84",,"£187,396.84","£14,107,711.84",,,,,,,,,
2021,June,Health & Social Care Information Centre,Executive Non-Departmental Public Body,Department of Health and Social Care,5.00,5.00,361.00,344.50,788.00,762.80,1227.00,1187.80,190.00,181.40,,,"2,571","2,482",488,403.30,393,332.80,0,0.00,,,881,736.1,"3,452","3,218","£10,331,451.97","£442,912.72",,"£10,596.06","£2,074,298.33","£1,242,995.65","£14,102,254.73","£6,617,001.84",,"£6,617,001.84","£20,719,256.57",,,,,,,,,
2021,June,Health Education England,Special Health Authority,Department of Health and Social Care,82.00,75.27,778.00,729.08,741.00,703.42,727.00,687.74,1015.00,379.09,,,"3,343","2,575",,,,,,,,,0,0,"3,343","2,575","£10,379,266.18","£7,026.53",,"£2,948.74","£1,283,586.06","£1,052,697.71","£12,725,525.22",,,£0.00,"£12,725,525.22",,,,,,,,,
2021,June,Health Research Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,0.00,0.00,89.00,84.81,103.00,98.68,46.00,43.55,6.00,6.00,,,244,233,4,2.64,4,3.30,,,,,8,5.94,252,239,"£779,145.01",,,,"£98,801.59","£76,656.84","£954,603.44","£30,834.10",,"£30,834.10","£985,437.54",,,,,,,,,
2021,June,Human Fertilisation & Embryology Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,0.00,0.00,19.00,18.20,36.00,35.40,9.00,8.50,4.00,3.50,0.00,0.00,68,66,1,1.00,0,0.00,5,5.00,0,0.00,6,6,74,72,"£236,785.00",,,,"£66,808.00","£26,041.00","£329,634.00",,,£0.00,"£329,634.00",,,,,,,,,
2021,June,Human Tissue Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,1.00,1.00,5.00,5.00,26.00,25.81,7.00,7.00,3.00,3.00,,,42,42,,,,,,,,,0,0,42,42,"£173,924.65",,,,"£32,948.72","£19,726.75","£226,600.12","£9,240.00",,"£9,240.00","£235,840.12",,,,,,,,,
2021,June,Medicines & Healthcare products Regulatory Agency,Executive Agency,Department of Health and Social Care,54.00,53.61,207.00,201.17,498.00,489.95,428.00,410.42,162.00,145.33,0.00,0.00,"1,349","1,300",37,37.00,8,7.37,10,10.00,0,0.00,55,54.37,"1,404","1,355","£5,260,174.72","£6,231.49",£0.00,"£49,598.00","£1,395,248.30","£586,475.73","£7,297,728.24","£2,491,312.07",,"£2,491,312.07","£9,789,040.31",,,,,,,,,
2021,June,Monitor,Executive Non-Departmental Public Body,Department of Health and Social Care,0.00,0.00,2.00,2.00,11.00,10.19,20.00,19.50,72.00,69.48,7.00,7.00,112,108,,,,,,,,,0,0,112,108,"£747,364.49","£3,254.54",£0.00,£0.00,"£212,708.55","£92,323.27","£1,055,650.85","£1,065.34",,"£1,065.34","£1,056,716.19",,,,,,,,,
2021,June,National Institute for Health and Care Excellence,Executive Non-Departmental Public Body,Department of Health and Social Care,15.00,14.57,100.00,96.81,289.00,273.37,268.00,254.38,70.00,66.28,,,742,705,5,3.75,0,0.00,0,0.00,11,5.40,16,9.15,758,715,"£2,809,889.14","£1,715.60",£0.00,£125.95,"£554,204.88","£314,593.50","£3,680,529.07","£40,966.50",,"£40,966.50","£3,721,495.57",,,,,,,,,
