Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Agency Staff;
Headcount","Non-payroll staff;
Agency Staff;
Full-time equivalent","Non-payroll staff;
Interim managers;
Headcount","Non-payroll staff;
Interim managers;
Full-time equivalent","Non-payroll staff;
Specialist Contractors;
Headcount","Non-payroll staff;
Specialist Contractors;
Full-time equivalent","Non-payroll staff;
Consultants/consultancy;
Headcount","Non-payroll staff;
Consultants/consultancy;
Full-time equivalent","Non-payroll staff;
Total;
Headcount","Non-payroll staff;
Total;
Full-time equivalent","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour: agency staff, interim managers and specialist contractors","Non-Payroll staff costs;
Consultants/consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs,,,,,,,,,
2022,March,Department for Education,Ministerial Department,Department for Education,94,88.2,777,754.5,"2,893","2,796.6","2,349","2,257.1",221,209.9,15,14.2,"6,349",6121,52,52.0,,,103,98.2,,,155,150,"6,504","6,271",,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
2022,March,Education & Skills Funding Agency ,Executive Agency,Department for Education,21,19.6,179,173.0,"1,068","1,029.8",597,581.4,43,41.5,,,"1,908",1845,,,,,1,1.0,,,1,1,"1,909","1,846",,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
2022,March,Teaching Regulation Authority,Executive Agency,Department for Education,15,15.0,29,28.4,30,28.1,7,6.8,1,1.0,,,82,79,,,,,,,,,0,0,82,79,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
2022,March,Standards and Testing Agency,Executive Agency,Department for Education,,,17,16.8,74,70.0,34,33.0,4,4.0,,,129,124,,,,,,,,,0,0,129,124,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
2022,March,The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,,,,,18,17.8,7,6.6,4,4.0,,,29,28,3,2.1,,,1,0.7,,,4,3,33,31,"£121,631.87","£1,773.14",,,"£33,786.91","£14,055.11","£171,247.03","£13,919.22",,"£13,919.22","£185,166.25",,,,,,,,,
2022,March,Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,51,45.8,324,319.7,245,241.7,20,20.0,5,5.0,1,0.2,646,632,5,5.0,2,2.0,,,,,7,7,653,639,"£2,017,152.81","£148,115.19",£0.00,"£9,944.90","£148,975.28","£217,438.10","£2,541,626.28","£159,228.44",,"£159,228.44","£2,700,854.72",,,,,,,,,
2022,March,Engineering Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,10,10,35,34.8,33,32,4,4,,,,,82,81,,,,,2,0.1,4,0.4,6,1,88,81,"£317,869.00","£40,872.00",£232.00,£0.00,"£44,985.00","£39,280.00","£443,238.00",£892.00,"£6,150.00","£7,042.00","£450,280.00",,,,,,,,,
2022,March,Office for Students,Executive Non-Departmental Public Body,Department for Education,19,18.0,10,9.4,179,164.4,147,135.1,42,40.2,,,397,367,13,13.0,,,1,1.0,,,14,14,411,381,"£1,416,587.00","£19,305.00",£0.00,£906.00,"£376,558.00","£144,556.00","£1,957,912.00","£58,720.00",,"£58,720.00","£2,016,632.00",,,,,,,,,
2022,March,Student Loans Company Ltd,Executive Non-Departmental Public Body,Department for Education,"2,153","2,039.7",758,739.0,290,285.5,32,31.8,8,8.0,0,0.0,"3,241",3104,6,6.0,0,0.0,10,10.0,0,0.0,16,16,"3,257","3,120","£7,503,705.44","£162,883.83","£13,483.96","£123,842.87","£1,471,858.72","£738,914.00","£10,014,688.82","£203,168.00",,"£203,168.00","£10,217,856.82",,,,,,,,,
2022,March,Institute for Apprenticeships and Technical Education,Executive Non-Departmental Public Body,Department for Education,6,6.0,7,7.0,96,94.8,158,155.4,13,12.2,,,280,275,8,8.0,,,,,,,8,8,288,283,"£1,365,541.39",,,,"£327,837.40","£159,078.14","£1,852,456.93","£29,602.31",,"£29,602.31","£1,882,059.24",,,,,,,,,
