Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Admin and Clerical;
Headcount","Non-payroll staff;
Admin and Clerical;
Full-time equivalent","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Headcount","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Full-time equivalent","Non-payroll staff;
Other Contingent labour;
Headcount","Non-payroll staff;
Other Contingent labour;
Full-time equivalent","Non-payroll staff;
Total Contingent labour;
Headcount","Non-payroll staff;
Total Contingent labour;
Full-time equivalent","Non-payroll staff;
Consultancy;
Number of Contracts","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour","Non-Payroll staff costs;
Consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs
2025,November,Department for Energy Security and Net Zero,Ministerial Department,Department for Energy Security and Net Zero,31.00,31.00,201.00,194.11,2172.00,2134.52,2334.00,2276.23,235.00,227.68,,,"4,973","4,864",,,53,49.00,0.00,0.00,53,49,17.00,"5,026","4,913","œ23,092,854.00","œ876,860.00","œ367,350.00","œ49,627.00","œ6,773,618.00","œ3,345,249.00","œ34,505,558.00","œ202,565.00","œ1,066,543.00","œ1,269,108.00","œ35,774,666.00"
2025,November,Civil Nuclear Police Authority,Executive non-departmental public body,Department for Energy Security and Net Zero,1568.93,643.00,201.82,28.00,32.41,5.00,0.00,0.00,0.00,0.00,0.00,1854.00,"1,803","2,530",0,5.00,5,0.00,0.00,5.00,5,10,5.00,"1,808","2,540","œ293,410.25",œ0.00,"œ812,218.83","œ1,351,780.70","œ1,125,546.53","œ10,588,152.86","œ14,171,109.17",œ0.00,œ0.00,œ0.00,"œ14,171,109.17"
2025,November,Mining Remediation Authority,Executive non-departmental public body,Department for Energy Security and Net Zero,0.00,0.00,46.00,44.80,278.00,267.40,131.00,127.90,3.00,3.00,0.00,0.00,458,443,15,13.40,0,0.00,0.00,0.00,15,13,,473,457,"œ1,742,892.44","œ14,520.48","œ3,645.85",œ203.99,"œ503,098.34","œ236,603.71","œ2,500,964.81","œ111,715.47",œ0.00,"œ111,715.47","œ2,612,680.28"
2025,November,Committee on Climate Change,Executive non-departmental public body,Department for Energy Security and Net Zero,0.00,0.00,1.00,1.00,18.00,17.90,36.00,33.90,5.00,5.00,0.00,0.00,60,58,0,0.00,3,1.72,0.00,0.00,3,2,,63,60,"œ265,595.00",,,,"œ84,804.00","œ42,496.00","œ392,895.00",œ0.00,"œ47,424.00","œ47,424.00","œ440,319.00"
2025,November,Nuclear Decommissioning Authority,Executive non-departmental public body,Department for Energy Security and Net Zero,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365.00,356.30,365,356,0,0.00,0,0.00,46.00,45.72,46,46,,411,402,"œ3,367,193.90","œ97,487.57",œ0.00,œ156.97,"œ836,108.20","œ484,643.63","œ4,785,590.27","œ511,200.01",œ0.00,"œ511,200.01","œ5,296,790.28"
2025,November,UK Atomic Energy Authority,Executive non-departmental public body,Department for Energy Security and Net Zero,58.00,53.45,303.00,297.53,1158.00,1138.30,617.00,598.07,36.00,34.81,131.00,130.33,"2,303","2,252",0,0.00,0,0.00,616.00,616.00,616,616,,"2,919","2,868","œ10,420,297.72","œ14,352.02","œ686,366.94","œ75,224.47","œ2,021,140.25","œ1,568,534.07","œ14,785,915.47","œ3,479,309.95",œ0.00,"œ3,479,309.95","œ18,265,225.42"
2025,November,North Sea Transition Authority,Executive non-departmental public body,Department for Energy Security and Net Zero,1.00,1.00,10.00,10.00,119.00,115.12,101.00,99.10,8.00,8.00,0.00,0.00,239,233,0,0.00,0,0.00,0.00,0.00,0,0,,239,233,"œ1,530,782.27","œ6,155.01","œ3,450.00",œ0.00,"œ438,630.51","œ216,997.21","œ2,196,015.00",œ0.00,œ0.00,œ0.00,"œ2,196,015.00"
2025,November,Office of Gas and Electricity Market,Non-Ministerial Department,Department for Energy Security and Net Zero,11.00,10.60,443.00,437.33,633.00,626.88,1071.00,1050.37,105.00,103.61,0.00,0.00,"2,263","2,229",7,7.00,63,60.94,0.00,0.00,70,68,,"2,333","2,297","œ9,240,836.81","œ60,267.57",œ0.00,"œ12,107.98","œ2,605,994.07","œ1,868,189.47","œ13,787,395.90","œ621,941.00",œ0.00,"œ621,941.00","œ14,409,336.90"
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
