Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Admin and Clerical;
Headcount","Non-payroll staff;
Admin and Clerical;
Full-time equivalent","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Headcount","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Full-time equivalent","Non-payroll staff;
Other Contingent labour;
Headcount","Non-payroll staff;
Other Contingent labour;
Full-time equivalent","Non-payroll staff;
Total Contingent labour;
Headcount","Non-payroll staff;
Total Contingent labour;
Full-time equivalent","Non-payroll staff;
Consultancy;
Number of Contracts","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour","Non-Payroll staff costs;
Consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs
2025,November,"Department for Science, Inovation &Technology (DSIT)",Ministerial Department,"Department for Science, Innovation &Technology (DSIT)",9.00,8.42,116.00,114.02,1157.00,1135.68,1982.00,1936.92,193.00,186.48,1.00,1.00,"3,458","3,383",1,1.00,161,153.12,,,162,154,11.00,"3,620","3,537","œ16,155,598.00","œ1,378,448.00","œ324,250.00","œ28,875.00","œ4,723,601.00","œ2,472,509.00","œ25,083,281.00","œ3,066,741.00","œ3,338,419.00","œ6,405,160.00","œ31,488,441.00"
2025,November,UK Intellectual Property Office,Executive Agency,"Department for Science, Innovation &Technology (DSIT)",114.00,105.44,490.00,463.44,658.00,630.17,467.00,438.35,19.00,19.00,0.00,0.00,"1,748","1,656",110,110.00,37,37.00,0.00,0.00,147,147,4.00,"1,895","1,803","œ6,529,204.00","œ258,209.00","œ74,226.00","œ139,853.00","œ1,966,154.00","œ939,649.00","œ9,907,295.00","œ897,165.02",œ0.00,"œ897,165.02","œ10,804,460.02"
2025,November,Met Office,Executive Agency,"Department for Science, Innovation &Technology (DSIT)",63.00,62.00,312.00,306.52,1392.00,1316.43,737.00,693.93,10.00,10.00,0.00,0.00,"2,514","2,389",,,,,,,0,0,,"2,514","2,389","œ8,839,419.00","œ436,931.00","œ503,511.00",œ0.00,"œ2,588,764.00","œ1,343,335.00","œ13,711,960.00","œ1,310,985.00",œ0.00,"œ1,310,985.00","œ15,022,945.00"
2025,November,UK Space Agency,Executive Agency,"Department for Science, Innovation &Technology (DSIT)",2.00,2.00,9.00,9.00,160.00,156.44,153.00,150.60,10.00,9.60,0.00,0.00,334,328,0,0.00,11,10.40,0.00,0.00,11,10,2.00,345,338,"œ1,434,977.49","œ47,305.26","œ38,700.00",œ0.00,"œ418,911.92","œ207,825.80","œ2,147,720.47","œ261,086.82","œ397,168.66","œ658,255.48","œ2,805,975.95"
2025,November,UKRI,Executive Non-Departmental Public Body,"Department for Science, Innovation &Technology (DSIT)",542.00,510.51,1075.00,1030.81,4509.00,4367.15,1195.00,1160.43,246.00,238.01,242.00,236.58,"7,809","7,543",1,1.00,668,141.73,4.00,0.00,673,143,,"8,482","7,686","œ32,679,280.18","œ1,007,675.41","œ63,479.00","œ242,759.35","œ25,341,393.75","œ4,545,378.64","œ63,879,966.32","œ1,560,381.25","œ86,073.66","œ1,646,454.91","œ65,526,421.23"
2025,November,Building Digital UK - (BDUK),Executive Agency,"Department for Science, Innovation &Technology (DSIT)",1.00,1.00,9.00,9.00,111.00,109.38,127.00,124.89,8.00,7.80,0.00,0.00,256,252,0,0.00,6,6.00,9.00,6.81,15,13,,271,265,"œ1,116,996.00","œ50,629.00",-œ97.00,œ0.00,"œ333,210.00","œ159,438.00","œ1,660,176.00","œ10,199.00","œ483,124.00","œ493,323.00","œ2,153,499.00"
2025,November,Information Commissioner's Office (ICO),Executive Non-Departmental Public Body,"Department for Science, Innovation &Technology (DSIT)",20.00,17.70,191.00,177.63,560.00,532.51,298.00,287.50,34.00,33.66,11.00,1.15,"1,114","1,050",32,31.80,3,3.00,3.00,3.00,38,38,,"1,152","1,088","œ4,366,274.41","œ20,451.43",œ0.00,"œ13,833.09","œ1,245,136.21","œ600,174.14","œ6,245,869.28","œ88,098.00",œ0.00,"œ88,098.00","œ6,333,967.28"
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,œ0.00,,,œ0.00,œ0.00
