Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Admin and Clerical;
Headcount","Non-payroll staff;
Admin and Clerical;
Full-time equivalent","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Headcount","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Full-time equivalent","Non-payroll staff;
Other Contingent labour;
Headcount","Non-payroll staff;
Other Contingent labour;
Full-time equivalent","Non-payroll staff;
Total Contingent labour;
Headcount","Non-payroll staff;
Total Contingent labour;
Full-time equivalent","Non-payroll staff;
Consultancy;
Number of Contracts","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour","Non-Payroll staff costs;
Consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs
2026,July,"Department for Environment, Food and Rural Affairs",Ministerial Department,"Department for Environment, Food and Rural Affairs",64.00,60.09,413.00,395.87,3250.00,3136.96,2778.00,2680.89,237.00,229.15,1.00,1.00,"6,743","6,504",70,70.00,109,109.00,,,179,179,5.00,"6,922","6,683","£33,146,732.49","£557,621.30","£573,008.47","£98,769.94","£8,030,629.43","£4,094,821.93","£46,501,583.56","£4,929,902.38","£3,396,017.28","£8,325,919.66","£54,827,503.22"
2026,July,Animal and Plant Health Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",831.00,763.32,887.00,850.09,1265.00,1216.10,359.00,341.91,7.00,7.00,1.00,1.00,"3,350","3,179",95,95.00,19,19.00,,,114,114,,"3,464","3,293","£9,766,588.25","£381,812.54","£17,000.00","£138,094.89","£2,884,431.91","£1,341,846.29","£14,529,773.88","£732,134.45","£21,398.06","£753,532.51","£15,283,306.39"
2026,July,"Centre for Environment, Fisheries and Aquaculture Science",Executive Agency,"Department for Environment, Food and Rural Affairs",12.00,11.51,99.00,93.31,359.00,341.23,166.00,154.04,5.00,5.00,0.00,0.00,641,605,,,,,2.00,2.00,2,2,0.00,643,607,"£2,238,163.87","£11,618.65",£0.00,"£77,439.92","£643,690.75","£354,465.06","£3,325,378.25","£19,337.88",£0.00,"£19,337.88","£3,344,716.13"
2026,July,Rural Payments Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",1202.00,1087.13,584.00,542.30,558.00,531.16,122.00,119.25,6.00,6.00,,,"2,472","2,286",7,7.00,5,5.00,,,12,12,0.00,"2,484","2,298","£6,036,606.29","£2,600.44",£0.00,"£76,469.94","£1,725,512.60","£765,437.89","£8,606,627.16","£124,370.69",,"£124,370.69","£8,730,997.85"
2026,July,Veterinary Medicines Directorate,Executive Agency,"Department for Environment, Food and Rural Affairs",17.00,16.46,30.00,29.21,86.00,84.59,74.00,73.34,2.00,2.00,0.00,0.00,209,206,19,19.00,0,0.00,0.00,0.00,19,19,4.00,228,225,"£840,292.99","£25,914.21",£0.00,£856.64,"£249,622.91","£121,824.87","£1,238,511.62","£107,793.61","£14,119.00","£121,912.61","£1,360,424.23"
2026,July,Agriculture and Horticulture Development Board,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,380.00,364.87,380,365,0,0.00,0,0.00,0.00,0.00,0,0,0.00,380,365,"£1,451,692.44","£58,957.90",£0.00,£0.00,"£134,454.18","£205,052.12","£1,850,156.64",£0.00,£0.00,£0.00,"£1,850,156.64"
2026,July,Consumer Council for Water,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",2.00,1.86,23.00,21.09,29.00,28.81,25.00,24.23,4.00,4.00,,,83,80,,,0,0.00,1.00,1.00,1,1,0.00,84,81,"£280,529.07","£1,119.18",,£163.34,"£80,770.32","£37,696.41","£400,278.32","£3,714.98",,"£3,714.98","£403,993.30"
2026,July,Environment Agency,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",818.00,784.31,2170.00,2081.06,7489.00,7150.70,3368.00,3211.86,140.00,136.70,,,"13,985","13,365",120,114.62,387,333.36,,,507,448,4.00,"14,492","13,813","£47,174,810.50","£488,754.37",£0.00,"£1,202,767.91","£7,020,482.61","£6,428,415.04","£62,315,230.43",,,£0.00,"£62,315,230.43"
2026,July,Joint Nature Conservation Committee,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",6.00,4.60,15.00,15.00,218.00,210.04,47.00,45.11,4.00,4.00,0.00,0.00,290,279,4,4.00,2,2.00,0.00,0.00,6,6,1.00,296,285,"£911,030.53","£24,589.47","£158,581.00","£5,923.99","£269,119.84","£145,941.65","£1,515,186.48","£46,204.53","£12,660.60","£58,865.13","£1,574,051.61"
2026,July,Marine Management Organisation,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",13.00,11.22,117.00,115.19,240.00,231.14,90.00,87.86,7.00,6.70,8.00,8.00,475,460,,,,,24.00,23.00,24,23,0.00,499,483,"£1,596,555.34","£42,959.75","£241,123.00","£44,209.97","£444,043.16","£223,271.20","£2,592,162.42","£155,312.78",,"£155,312.78","£2,747,475.20"
2026,July,Natural England,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",38.00,34.72,203.00,186.96,2040.00,1900.39,458.00,435.93,31.00,29.20,2.00,2.00,"2,772","2,589",,,12,12.00,,,12,12,1.00,"2,784","2,601","£9,266,557.34","£48,781.09","£67,266.00","£31,224.99","£2,710,380.91","£1,241,882.80","£13,366,093.13","£97,706.35","£176,666.67","£274,373.02","£13,640,466.15"
2026,July,"Royal Botanic Gardens, Kew",Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",314.00,201.66,286.00,227.07,400.00,378.28,110.00,107.10,17.00,17.00,77.00,76.22,"1,204","1,007",0,0.00,7,7.00,0.00,0.00,7,7,,"1,211","1,014","£3,658,737.33","£20,788.88",,"£35,671.12","£599,555.19","£487,719.60","£4,802,472.12","£82,752.59","-£6,101.96","£76,650.63","£4,879,122.75"
2026,July,Sea Fish Industry Authority,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",22.00,19.82,30.00,28.90,23.00,23.00,,,4.00,4.00,7.00,7.00,86,83,,,,,,,0,0,0.00,86,83,"£300,450.55","£5,113.80",£0.00,,"£29,522.92","£36,376.41","£371,463.68",£0.00,,£0.00,"£371,463.68"
2026,July,Office for Environmental Protection,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0.00,0.00,3.00,2.86,33.00,30.81,47.00,44.77,5.00,5.00,0.00,0.00,88,83,,,,,,,0,0,,88,83,"£395,023.02",£0.00,"£26,100.00",£0.00,"£114,928.24","£59,161.62","£595,212.88",,,£0.00,"£595,212.88"
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
