Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Admin and Clerical;
Headcount","Non-payroll staff;
Admin and Clerical;
Full-time equivalent","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Headcount","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Full-time equivalent","Non-payroll staff;
Other Contingent labour;
Headcount","Non-payroll staff;
Other Contingent labour;
Full-time equivalent","Non-payroll staff;
Total Contingent labour;
Headcount","Non-payroll staff;
Total Contingent labour;
Full-time equivalent","Non-payroll staff;
Consultancy;
Number of Contracts","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour","Non-Payroll staff costs;
Consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs
2025,October,"Department for Environment, Food and Rural Affairs",Ministerial Department,"Department for Environment, Food and Rural Affairs",84.00,77.43,455.00,435.65,3297.00,3176.28,2548.00,2450.57,200.00,192.60,,,"6,584","6,333",1,1.00,75,74.80,,,76,76,8.00,"6,660","6,408","£30,297,106.60","£497,202.17","£946,467.51","£103,079.39","£7,814,081.62","£3,910,560.41","£43,568,497.70","£2,363,929.20","£2,907,034.52","£5,270,963.72","£48,839,461.42"
2025,October,Animal and Plant Health Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",925.00,851.64,922.00,883.04,1210.00,1162.32,310.00,297.20,8.00,8.00,1.00,1.00,"3,376","3,203",68,68.00,25,25.00,,,93,93,0.00,"3,469","3,296","£9,782,728.69","£407,912.07","£19,650.00","£391,801.91","£2,892,307.92","£1,375,257.58","£14,869,658.17","-£601,178.60",£0.00,"-£601,178.60","£14,268,479.57"
2025,October,"Centre for Environment, Fisheries and Aquaculture Science",Executive Agency,"Department for Environment, Food and Rural Affairs",12.00,11.51,112.00,106.08,358.00,340.06,159.00,147.94,6.00,6.00,0.00,0.00,647,612,,,,,,,0,0,0.00,647,612,"£2,104,506.44","£6,452.91",£0.00,"£78,239.80","£611,561.00","£307,046.51","£3,107,806.66",,,£0.00,"£3,107,806.66"
2025,October,Rural Payments Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",1331.00,1193.31,624.00,577.46,653.00,613.25,158.00,151.68,7.00,6.81,,,"2,773","2,543",0,0.00,1,1.00,0.00,0.00,1,1,0.00,"2,774","2,544","£6,865,448.60","£2,630.67","£3,500.00","£121,747.56","£1,968,291.61","£879,505.81","£9,841,124.25","£41,643.89",£0.00,"£41,643.89","£9,882,768.14"
2025,October,Veterinary Medicines Directorate,Executive Agency,"Department for Environment, Food and Rural Affairs",22.00,21.41,29.00,28.21,74.00,73.04,68.00,67.31,2.00,2.00,0.00,0.00,195,192,18,18.00,0,0.00,0.00,0.00,18,18,4.00,213,210,"£786,615.47","£23,842.51",£0.00,"£3,931.39","£231,619.49","£110,971.71","£1,156,980.57","£124,056.83","£1,210,116.45","£1,334,173.28","£2,491,153.85"
2025,October,Agriculture and Horticulture Development Board,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,376.00,361.64,376,362,0,0.00,0,0.00,0.00,0.00,0,0,0.00,376,362,"£1,438,693.68","£58,350.97",£0.00,£0.00,"£131,975.86","£203,519.34","£1,832,539.85",£0.00,£0.00,£0.00,"£1,832,539.85"
2025,October,Consumer Council for Water,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",2.00,1.86,28.00,26.66,39.00,38.50,17.00,16.75,5.00,5.00,,,91,89,,,0,0.00,,,0,0,0.00,91,89,"£293,331.52","£2,857.55",,,"£81,636.20","£39,419.61","£417,244.88",£0.01,,£0.01,"£417,244.89"
2025,October,Environment Agency,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",804.00,765.64,2320.00,2228.64,7347.00,7012.41,2994.00,2846.56,112.00,109.96,1.00,0.75,"13,578","12,964",98,87.39,430,371.34,0.00,0.00,528,459,6.00,"14,106","13,423","£50,497,271.40","£509,306.51","£45,901.00","£1,414,012.81","£8,713,396.32","£8,190,437.26","£69,370,325.30",,,£0.00,"£69,370,325.30"
2025,October,Joint Nature Conservation Committee,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",7.00,6.10,21.00,21.00,222.00,214.27,42.00,39.80,4.00,4.00,0.00,0.00,296,285,0,0.00,0,0.00,0.00,0.00,0,0,1.00,296,285,"£914,050.56","£20,063.96",£0.00,"£13,910.17","£262,325.97","£122,958.86","£1,333,309.52",£0.00,"£10,289.00","£10,289.00","£1,343,598.52"
2025,October,Marine Management Organisation,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",16.00,14.22,132.00,129.74,255.00,247.44,94.00,92.28,8.00,7.80,7.00,7.00,512,498,,,,,7.00,6.00,7,6,0.00,519,504,"£1,525,762.24","£40,881.16","£254,174.64","£46,850.94","£458,526.36","£218,819.48","£2,545,014.82","£25,997.52",,"£25,997.52","£2,571,012.34"
