Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Agency Staff;
Headcount","Non-payroll staff;
Agency Staff;
Full-time equivalent","Non-payroll staff;
Interim managers;
Headcount","Non-payroll staff;
Interim managers;
Full-time equivalent","Non-payroll staff;
Specialist Contractors;
Headcount","Non-payroll staff;
Specialist Contractors;
Full-time equivalent","Non-payroll staff;
Consultants/consultancy;
Headcount","Non-payroll staff;
Consultants/consultancy;
Full-time equivalent","Non-payroll staff;
Total;
Headcount","Non-payroll staff;
Total;
Full-time equivalent","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour: agency staff, interim managers and specialist contractors","Non-Payroll staff costs;
Consultants/consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs,,,,,,,,,
2022,February,Department for Education,Ministerial Department,Department for Education,94,88.2,779,755.9,"2,879","2,781.3","2,323","2,232.4",217,206.8,15,14.2,"6,307",6079,71,71.0,0,0.0,93,88.2,0,0.0,164,159,"6,471","6,238","£21,400,577.41","£454,812.84","£28,307.80","£77,493.57","£6,074,897.89","£2,576,789.68","£30,612,879.19","£2,156,967.28","£622,695.48","£2,779,662.76","£33,392,541.95",,,,,,,,,
2022,February,Education & Skills Funding Agency ,Executive Agency,Department for Education,21,19.6,176,169.6,"1,052","1,014.4",595,580.0,43,41.8,0,0.0,"1,887",1825,0,0.0,0,0.0,1,1.0,0,0.0,1,1,"1,888","1,826","£6,096,021.37","£78,734.28","£97,945.00","£20,933.92","£1,699,330.75","£713,998.78","£8,706,964.10","£824,502.10","-£42,918.92","£781,583.18","£9,488,547.28",,,,,,,,,
2022,February,Teaching Regulation Authority,Executive Agency,Department for Education,14,14.0,27,26.4,30,28.5,6,5.8,1,1.0,0,0.0,78,76,0,0.0,0,0.0,0,0.0,0,0.0,0,0,78,76,"£186,168.47","£1,733.05",£0.00,£0.00,"£49,508.81","£18,703.69","£256,114.02",£0.00,£0.00,£0.00,"£256,114.02",,,,,,,,,
2022,February,Standards and Testing Agency,Executive Agency,Department for Education,0,0.0,16,15.8,76,72.0,32,31.0,4,4.0,0,0.0,128,123,0,0.0,0,0.0,0,0.0,0,0.0,0,0,128,123,"£413,534.89","£2,165.92","-£3,000.00","£4,204.13","£113,195.86","£47,759.58","£577,860.38",£0.00,£750.14,£750.14,"£578,610.52",,,,,,,,,
2022,February,The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,0,0.0,0,0.0,18,17.8,7,6.6,4,4.0,0,0.0,29,28,3,3.0,1,1.0,1,1.0,0,0.0,5,5,34,33,"£122,596.90","£1,773.13",£0.00,£0.00,"£30,768.14","£14,050.29","£169,188.46","£18,777.37",£0.00,"£18,777.37","£187,965.83",,,,,,,,,
2022,February,Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,50,44.8,327,322.7,246,242.9,19,18.8,5,5.0,1,0.2,648,634,4,4.0,2,2.0,0,0.0,0,0.0,6,6,654,640,"£2,017,745.61","£143,097.30",£0.00,"£8,958.89","£150,001.71","£213,906.15","£2,533,709.66","£151,042.72",£676.07,"£151,718.79","£2,685,428.45",,,,,,,,,
2022,February,Engineering Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,10,10,35,34.8,33,32.2,4,4,0,0,0,0,82,81,0,0.0,0,0.0,2,0.1,4,0.4,6,1,88,82,"£318,210.00","£41,114.00",£0.00,£0.00,"£43,642.00","£41,004.00","£443,970.00",£402.00,"£2,550.00","£2,952.00","£446,922.00",,,,,,,,,
2022,February,Office for Students,Executive Non-Departmental Public Body,Department for Education,21,20.0,10,9.4,178,164.6,145,132.6,42,40.2,0,0.0,396,367,11,11.0,0,0.0,1,1.0,0,0.0,12,12,408,379,"£1,389,222.00","£19,798.00",£0.00,£621.00,"£374,561.00","£146,083.00","£1,930,285.00","£35,305.00",£0.00,"£35,305.00","£1,965,590.00",,,,,,,,,
2022,February,Student Loans Company Ltd,Executive Non-Departmental Public Body,Department for Education,"2,165","2,050.6",764,745.1,293,288.0,31,30.8,9,8.0,0,0.0,"3,262",3123,10,10.0,0,0.0,12,12.0,0,0.0,22,22,"3,284","3,145","£7,866,299.38","£171,613.81","£13,183.79","£158,375.39","£1,562,393.88","£794,186.45","£10,566,052.70","£161,195.20",£0.00,"£161,195.20","£10,727,247.90",,,,,,,,,
2022,February,Institute for Apprenticeships and Technical Education,Executive Non-Departmental Public Body,Department for Education,6,6.0,8,8.0,95,93.4,157,154.4,13,12.2,0,0.0,279,274,7,7.0,0,0.0,0,0.0,0,0.0,7,7,286,281,"£1,132,540.00",£0.00,£0.00,£0.00,"£300,968.66","£130,768.19","£1,564,276.85","£32,067.97",£0.00,"£32,067.97","£1,596,344.82",,,,,,,,,
2022,February,LocatEd,Executive Non-Departmental Public Body,Department for Education,0,0.0,0,0.0,0,0.0,0,0.0,2,2.0,52,51.4,54,53,0,0.0,0,0.0,0,0.0,0,0.0,0,0,54,53,"£302,957.51",£0.00,£0.00,£0.00,"£14,614.11","£33,225.58","£350,797.20",£0.00,£0.00,£0.00,"£350,797.20",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
