,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Please read the additional data fields descriptions before entering information into this template. Completed templates must be returned to your organisation's main, parent or sponsoring department. They will provide one return to Cabinet Office capturing information for all their relevant organisations.
(NB: This data sheet is password protected. Contact Cabinet Office if you require the password.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: These will be published alongside your row of information)","Notes for Cabinet Office
(Not for publication)",,
,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, or unspecified",,"Total
Employees",,"Agency staff 
(clerical/admin)",,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,,,,
,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,,,,
Department for Communities and Local Government,Ministerial Department,Department for Communities and Local Government,75,72.25,184,179.19,637,617.58,474,461.38,77,74.56,0,0,"1,447","1,405",1,1,0,0,36,28.4,5,5,42,34.4,"1,489","1,439","£5,064,924.46","£89,989.37","£98,457.85","£19,507.05","£1,102,133.15","£585,061.22","£6,960,073.10","£70,918.00",£0.00,"£70,918.00","£7,030,991.10",,,,
Planning Inspectorate,Executive Agency,Department for Communities and Local Government,178,159.4,102,92.4,89,86.1,335,285.3,6,6,0,0,710,629,16,16,0,0,68,19.87,0,0,84,35.87,794,665,"£2,051,948.51","£80,657.53",£600.00,£785.41,"£435,252.02","£231,306.74","£2,800,550.21","£158,138.55",£0.00,"£158,138.55","£2,958,688.76",,,,
Queen Elizabeth II Conference Centre,Executive Agency,Department for Communities and Local Government,4,4,12,12,24,24,5,5,1,1,0,0,46,46,2,2,0,0,0,0,4,4,6,6,52,52,"£147,802.77",£462.00,£0.00,"£2,445.20","£30,733.08","£16,450.88","£197,893.93","£9,125.00","£7,680.00","£16,805.00","£214,698.93",,,,
Homes and Communities Agency,Executive Non-Departmental Public Body,Department for Communities and Local Government,114,106.69,271,264.31,316,308.96,75,73.68,63,62.68,0,0,839,816,5,5,6,6,3,3,0,0,14,14,853,830,"£3,210,569.18","£80,254.65",£0.00,"£2,731.11","£184,896.91","£374,884.39","£3,853,336.24","£70,221.51",£0.00,"£70,221.51","£3,923,557.75",,,,
Housing Ombudsman Service,Executive Non-Departmental Public Body,Department for Communities and Local Government,0,0,0,0,0,0,0,0,0,0,51,50,51,50,10,10,0,0,0,0,0,0,10,10,61,60,"£185,186.52",£0.00,£0.00,"£5,340.86","£38,937.85","£21,425.84","£250,891.07","£53,124.61",£0.00,"£53,124.61","£304,015.68",,,,
Leasehold Advisory Service,Executive Non-Departmental Public Body,Department for Communities and Local Government,3,2.8,1,1,17,16.3,0,0,1,1,0,0,22,21,0,0,0,0,0,0,0,0,0,0,22,21,"£67,451.00",£0.00,£0.00,£0.00,"£6,146.00","£6,872.00","£80,469.00",£0.00,£0.00,£0.00,"£80,469.00",,,,
Valuation Tribunal Service,Executive Non-Departmental Public Body,Department for Communities and Local Government,22,20.601,34,33.772,12,11.736,2,2,1,1,0,0,71,69,9,9,0,0,0,0,0,0,9,9,80,78,"£197,670.12","£1,362.12",£0.00,£0.00,"£32,248.83","£20,897.85","£252,178.92","£47,633.17",£0.00,"£47,633.17","£299,812.09",,,,
