"Please read the additional data fields descriptions before entering information into this template. Completed templates must be returned to your organisation's main, parent or sponsoring department. They will provide one return to Cabinet Office capturing information for all their relevant organisations.
(NB: This data sheet is password protected. Contact Cabinet Office if you require the password.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: These will be published alongside your row of information)","Notes for Cabinet Office
(Not for publication)"
,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, or unspecified",,"Total
Employees",,"Agency staff 
(clerical/admin)",,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,,
,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,,
"Department for Environment, Food and Rural Affairs",Ministerial Department,"Department for Environment, Food and Rural Affairs",194,176.29,612,591.72,2723,2628.81,1774,1715.55,188,181.83,52,52,"5,543",5346.2,80,80,3,3,416,415.8,25,24.5,524,523.3,"6,067",5869.5,"£22,622,490","£46,813","£64,688","£109,858","£5,003,563","£2,105,097","£29,952,509","£5,494,893","£1,507,051","£7,001,944","£36,954,453",,
Animal and Plant Health Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",876,821.05,763,718.29,844,800.29,180,175.57,4,4,0,0,"2,667",2519.2,88,88,20,20,0,0,0,0,108,108,"2,775",2627.2,"£6,321,599","£100,914","£90,612","£256,899","£1,737,270","£664,288","£9,171,582","-£99,147",£0,"-£99,147","£9,072,435",,No accounts produced for Apr21 on contingent labour resulting in -£99k however APHA will resume producing accounts in May so the May21 position will be correct.  
"Centre for Environment, Fisheries and Aquaculture Science",Executive Agency,"Department for Environment, Food and Rural Affairs",59,53.56,127,117.68,322,304.23,112,106.3,4,4,0,0,624,585.77,0,0,0,0,0,0,0,0,0,0,624,585.77,"£1,666,766","£6,276",£0,"£8,798","£455,266","£183,433","£2,320,539",£0,£0,£0,"£2,320,539",,
Rural Payments Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",988,887.06,603,551.84,465,433.42,98,95.38,6,5.46,0,0,"2,160",1973.16,357,343.08,0,0,7,7,0,0,364,350.08,"2,524",2323.24,"£4,389,762","£3,984","£11,556","£79,348","£1,160,821","£403,251","£6,048,722","£934,892",£0,"£934,892","£6,983,614",,
Veterinary Medicines Directorate ,Executive Agency,"Department for Environment, Food and Rural Affairs",33,32.24,22,21.25,49,47.27,61,60.26,2,2,0,0,167,163.02,14,13.4,0,0,0,0,0,0,14,13.4,181,176.42,"£581,648","£15,498",£0,"£3,461","£159,245","£68,472","£828,325","£91,782",£0,"£91,782","£920,107",,
Agriculture and Horticulture Development Board,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0,0,0,0,0,0,0,0,0,0,505,483,505,483,0,0,0,0,0,0,0,0,0,0,505,483,"£1,598,262","£79,717",£0,£0,"£147,279","£185,947","£2,011,206",£0,£0,£0,"£2,011,206",AHDB is funded through a levy paid by farmers and others in the agricultural supply chain. No funding towards staffing or other running costs is received from the government. ,
Consumer Council for Water,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",7,6.24,24,22.93,25,24.12,11,10.82,4,4,0,0,71,68.11,10,10,1,0.6,0,0,0,0,11,10.6,82,78.71,"£205,715","£1,334",£0,"£1,257","£53,912","£21,410","£283,628","£53,398",£0,"£53,398","£337,026",,
Environment Agency,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",1608,1506.25,2686,2534.37,3320,3116.8,2178,2074.68,93,92.54,833,819.68,"10,718",10144.32,203,196.11,25,22.57,3,2.6,205,169.36,436,390.64,"11,154",10534.96,"£29,308,673","£307,695",£0,"£1,147,050","£4,413,197","£3,153,071","£38,329,686","-£130,364","£701,823","£571,459","£38,901,146",,No accounts produced for Apr21 on contingent labour however EA will resume producing accounts in May so the May21 position will be correct.  
Joint Nature Conservation Committee,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",8,7.5,32,30.6,162,155.04,27,26,3,3,7,0.99,239,223.13,2,2,0,0,1,1,0,0,3,3,242,226.13,"£5,909,313","£15,782","£1,000","£7,727","£160,678","£60,934","£6,155,434","£30,076",£0,"£30,076","£6,185,510",,
Marine Management Organisation,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",37,33.24,154,149.94,137,132.18,54,53.71,7,6.19,0,0,389,375.26,28,27.5,19,18.6,7,6.4,0,0,54,52.5,443,427.76,"£292,862",£0,£0,"£13,634","£322,034","£119,323","£747,853",£0,£0,£0,"£747,853",,Year end accrual reverses out in the first month of the year so contingent labour costs will always show as 0 in April. The May21 position will be correct.  
National Forest Company,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0,0,4,3.31,22,20.83,4,4,1,1,0,0,31,29.14,0,0,0,0,0,0,0,0,0,0,31,29.14,"£89,761",£0,£0,£0,"£24,350","£9,241","£123,352",£0,£0,£0,"£123,352",,
Natural England,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",139,130,322,307.4,1525,1421.47,212,202.38,20,19.9,11,10.65,"2,229",2091.8,12,11.04,0,0,0,0,0,0,12,11.04,"2,241",2102.84,"£5,572,489","£52,654","£27,800","£19,276","£1,509,108","£551,123","£7,732,451","£20,000",£0,"£20,000","£7,752,451",,
"Royal Botanic Gardens, Kew",Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",291,212.51,211,156.88,251,241.1,80,77.85,8,8,82,81.28,923,777.62,8,7.5,3,3,4,4,0,0,15,14.5,938,792.12,"£2,195,201","£12,077",£0,"£21,366","£506,286","£225,083","£2,960,013","£249,567","£54,721","£304,288","£3,264,301",,
Sea Fish Industry Authority,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",25,24.46,32,31.39,19,19,5,5,1,1,0,0,82,80.85,0,0,0,0,0,0,0,0,0,0,82,80.85,"£276,861","£3,396",£0,£0,"£40,276","£30,311","£350,844",£0,£0,£0,"£350,844",,
Total,,,4265,3890.4,5592,5237.6,9864,9344.56,4796,4607.5,341,332.92,1490,1447.6,"26,348",24860.58,802,778.63,71,67.77,438,436.8,230,193.86,1541,1477.06,"27,889",26337.64,"£81,031,402","£646,140","£195,656","£1,668,674","£15,693,286","£7,780,984","£107,016,143","£6,645,098","£2,263,595","£8,908,693","£115,924,835",,
