Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department: ","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Agency Staff;
Headcount","Non-payroll staff;
Agency Staff;
Full-time equivalent","Non-payroll staff;
Interim managers;
Headcount","Non-payroll staff;
Interim managers;
Full-time equivalent","Non-payroll staff;
Specialist Contractors;
Headcount","Non-payroll staff;
Specialist Contractors;
Full-time equivalent","Non-payroll staff;
Consultants/consultancy;
Headcount","Non-payroll staff;
Consultants/consultancy;
Full-time equivalent","Non-payroll staff;
Total;
Headcount","Non-payroll staff;
Total;
Full-time equivalent","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour: agency staff, interim managers and specialist contractors","Non-Payroll staff costs;
Consultants/consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs,,,,,,,,,
2021,September,Department of Health (excl agencies),Ministerial Department,Department of Health and Social Care,24.00,23.33,398.00,387.78,1159.00,1133.34,1076.00,1041.15,207.00,200.37,235.00,228.65,"3,099","3,015",208,207.06,83,83.00,12,11.60,,,303,302,"3,402","3,316","£15,661,592.20","£18,446.94","£187,538.00","£142,839.49","£4,219,239.19","£1,861,252.26","£22,090,908.08","£48,408,505  ",,£0.00,"£22,090,908.08",,,,,,,,,
2021,September,Care Quality Commission ,Executive Non-Departmental Public Body,Department of Health and Social Care,191.00,176.82,409.00,393.02,1949.00,1877.37,535.00,520.50,175.00,154.36,23.00,4.20,"3,282","3,126",21,21.00,9,9.00,13,13.00,0,0.00,43,43,"3,325","3,169","£10,865,919.00","£106,026.00",£0.00,"£56,150.00","£1,403,629.00","£1,148,365.00","£13,580,089.00","£429,414.24",,"£429,414.24","£14,009,503.24",,,,,,,,,
2021,September,Health & Social Care Information Centre,Executive Non-Departmental Public Body,Department of Health and Social Care,22.00,22.00,343.00,325.70,819.00,793.70,1220.00,1181.00,192.00,182.80,,,"2,596","2,505",571,454.10,445,376.40,0,0.00,,,1016,830.5,"3,612","3,336","£12,002,174.87","£537,216.85",,"£84,672.57","£2,403,542.96","£1,470,686.26","£16,498,293.51","£8,606,799.49",,"£8,606,799.49","£25,105,093.00",,,,,,,,,
2021,September,Health Education England,Special Health Authority,Department of Health and Social Care,87.00,80.81,792.00,744.86,776.00,737.32,755.00,711.08,1098.00,403.54,,,"3,508","2,678",,,,,,,,,0,0,"3,508","2,678","£12,559,169.57","£6,814.33",,"£3,072.50","£1,536,563.66","£1,337,726.36","£15,443,346.42",,,£0.00,"£15,443,346.42",,,,,,,,,
2021,September,Health Research Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,0.00,0.00,97.00,92.61,110.00,106.28,52.00,49.91,5.00,5.00,,,264,254,3,1.76,5,3.08,,,,,8,4.84,272,259,"£961,295.22",,,"£1,002.43","£127,404.31","£101,962.14","£1,191,664.10","£75,855.52",,"£75,855.52","£1,267,519.62",,,,,,,,,
2021,September,Human Fertilisation & Embryology Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,0.00,0.00,20.00,19.20,35.00,33.00,8.00,7.40,4.00,3.50,0.00,0.00,67,63,1,1.00,0,0.00,5,5.00,0,0.00,6,6,73,69,"£238,531.74",,,,"£65,492.00","£26,474.00","£330,497.74",,,£0.00,"£330,497.74",,,,,,,,,
2021,September,Human Tissue Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,1.00,1.00,5.00,5.00,31.00,29.85,8.00,8.00,3.00,3.00,,,48,47,,,,,,,2,2.00,2,2,50,49,"£202,045.28",£0.00,£0.00,£0.00,"£35,661.31","£23,026.67","£260,733.26","£34,910.35","£50,328.00","£85,238.35","£345,971.61",,,,,,,,,
2021,September,Medicines & Healthcare products Regulatory Agency,Executive Agency,Department of Health and Social Care,50.00,49.61,188.00,181.98,492.00,483.82,433.00,416.01,146.00,130.04,,,"1,309","1,261",51,51.00,5,4.37,13,13.00,,,69,68.37,"1,378","1,330","£5,076,117.60","£5,705.25","£319,026.95","£21,759.98","£1,366,476.16","£602,270.19","£7,391,356.13","£2,105,383.63",,"£2,105,383.63","£9,496,739.76",,,,,,,,,
2021,September,Monitor,Executive Non-Departmental Public Body,Department of Health and Social Care,0.00,0.00,0.00,0.00,7.00,6.59,16.00,15.60,72.00,69.58,7.00,7.00,102,99,,,,,,,,,0,0,102,99,"£807,657.63","£3,025.54",£0.00,£0.00,"£229,809.43","£100,945.97","£1,141,438.57",£0.00,,£0.00,"£1,141,438.57",,,,,,,,,
2021,September,National Institute for Health and Care Excellence,Executive Non-Departmental Public Body,Department of Health and Social Care,15.00,15.00,104.00,98.57,285.00,270.48,284.00,269.37,74.00,69.68,0.00,0.00,762,723,4,2.95,,,7,5.50,13,12.50,24,20.95,786,744,"£3,351,951.10","£2,008.10",£0.00,£0.00,"£656,232.33","£386,744.12","£4,396,935.65","£127,021.00","£239,306.00","£366,327.00","£4,763,262.65",,,,,,,,,
2021,September,NHS Blood & Transplant,Special Health Authority,Department of Health and Social Care,2023.00,1618.68,1250.00,1146.20,1727.00,1588.67,630.00,613.95,63.00,61.60,50.00,47.58,"5,743","5,077",77,77.00,12,12.00,29,29.00,0,0.00,118,118,"5,861","5,195","£18,174,956.13","£1,024,945.36",£0.00,"£552,688.56","£2,418,977.50","£2,147,015.41","£24,318,582.96","£1,275,128.78",,"£1,275,128.78","£25,593,711.74",,,,,,,,,
2021,September,NHS Business Services Authority,Special Health Authority,Department of Health and Social Care,1710.00,1530.66,847.00,806.76,598.00,586.92,307.00,293.12,35.00,35.00,,,"3,497","3,252",92,92.00,,,,,16,16.00,108,108,"3,605","3,360","£8,824,104.19","£12,974.37","£17,063.64","£98,914.36","£1,117,037.35","£883,958.09","£10,954,052.00","£356,749.23",,"£356,749.23","£11,310,801.23",,,,,,,,,
2021,September,NHS England,Special Health Authority,Department of Health and Social Care,98.00,86.89,1179.00,1110.84,2059.00,1981.63,3613.00,3454.37,1577.00,1422.23,74.00,33.40,"8,600","8,089",214,195.93,71,37.06,0,0.00,0,0.00,285,232.99011,"8,885","8,322","£156,426,860.98",£0.00,£0.00,£0.00,"£19,921,081.91","£17,933,716.06","£194,281,658.95",,,£0.00,"£194,281,658.95",,,,,,,,,
2021,September,NHS Litigation Authority,Special Health Authority,Department of Health and Social Care,7.00,6.40,85.00,81.27,190.00,182.78,208.00,196.72,9.00,9.00,0.00,0.00,499,476,10,14.00,0,0.00,0,0.00,0,0.00,10,14,509,490,"£2,082,699.30","£230,260.95",£0.00,£59.97,"£277,218.39","£250,259.26","£2,840,497.87","£116,019.59",,"£116,019.59","£2,956,517.46",,,,,,,,,
