Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Admin and Clerical;
Headcount","Non-payroll staff;
Admin and Clerical;
Full-time equivalent","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Headcount","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Full-time equivalent","Non-payroll staff;
Other Contingent labour;
Headcount","Non-payroll staff;
Other Contingent labour;
Full-time equivalent","Non-payroll staff;
Total Contingent labour;
Headcount","Non-payroll staff;
Total Contingent labour;
Full-time equivalent","Non-payroll staff;
Consultancy;
Number of Contracts","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour","Non-Payroll staff costs;
Consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs
2026,August,"Department for Environment, Food and Rural Affairs",Ministerial Department,"Department for Environment, Food and Rural Affairs",65.00,61.09,399.00,381.36,3304.00,3191.12,2814.00,2716.80,235.00,227.45,1.00,1.00,"6,818","6,579",80,80.00,99,98.80,,,179,179,7.00,"6,997","6,758","£27,809,766.00","£585,800.00","£291,842.00","£62,493.00","£8,120,049.00","£4,063,531.00","£40,933,481.00","£2,014,635.00","£1,926,872.00","£3,941,507.00","£44,874,988.00"
2026,August,Animal and Plant Health Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",833.00,765.70,882.00,845.49,1267.00,1218.48,361.00,343.75,8.00,8.00,1.00,1.00,"3,352","3,182",91,91.00,25,25.00,,,116,116,0.00,"3,468","3,298","£9,809,876.61","£369,072.97","£9,200.00","£156,690.11","£2,889,960.32","£1,341,638.90","£14,576,438.91","£607,673.69","£2,316.04","£609,989.73","£15,186,428.64"
2026,August,"Centre for Environment, Fisheries and Aquaculture Science",Executive Agency,"Department for Environment, Food and Rural Affairs",12.00,11.51,100.00,94.31,356.00,337.90,165.00,152.90,5.00,5.00,0.00,0.00,638,602,,,,,2.00,2.00,2,2,0.00,640,604,"£2,216,044.26","£5,766.10",£0.00,"£52,035.66","£640,846.10","£328,487.14","£3,243,179.26","£19,337.88",£0.00,"£19,337.88","£3,262,517.14"
2026,August,Rural Payments Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",1198.00,1083.28,575.00,533.23,554.00,527.47,121.00,118.25,6.00,6.00,,,"2,454","2,268",12,12.00,,,,,12,12,0.00,"2,466","2,280","£6,002,877.67","£2,169.76","£1,250.00","£74,120.13","£1,717,841.88","£758,643.18","£8,556,902.62","£65,898.87",,"£65,898.87","£8,622,801.49"
2026,August,Veterinary Medicines Directorate,Executive Agency,"Department for Environment, Food and Rural Affairs",17.00,16.46,30.00,29.21,87.00,85.59,75.00,74.34,2.00,2.00,0.00,0.00,211,208,21,20.00,0,0.00,0.00,0.00,21,20,4.00,232,228,"£843,944.65","£21,676.63",£0.00,"£2,531.04","£248,134.14","£122,717.60","£1,239,004.06","£216,872.75","£721,724.10","£938,596.85","£2,177,600.91"
2026,August,Agriculture and Horticulture Development Board,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,381.00,365.79,381,366,0,0.00,0,0.00,0.00,0.00,0,0,0.00,381,366,"£1,682,404.24","£58,742.48",£0.00,£0.00,"£155,923.62","£240,927.69","£2,137,998.03",£0.00,£0.00,£0.00,"£2,137,998.03"
2026,August,Consumer Council for Water,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",2.00,1.86,23.00,21.09,29.00,28.81,25.00,24.23,4.00,4.00,,,83,80,,,0,0.00,1.00,1.00,1,1,0.00,84,81,"£283,025.30","£1,119.80",,£287.48,"£81,489.69","£38,067.89","£403,990.16","£5,708.84",,"£5,708.84","£409,699.00"
2026,August,Environment Agency,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",818.00,784.61,2176.00,2088.12,7526.00,7183.89,3374.00,3216.12,143.00,139.70,,,"14,037","13,412",114,108.19,391,332.36,,,505,441,8.00,"14,542","13,853","£47,319,058.44","£507,902.91","£26,665.00","£1,379,462.91","£7,070,575.06","£6,482,275.63","£62,785,939.95",,,£0.00,"£62,785,939.95"
2026,August,Joint Nature Conservation Committee,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",6.00,4.60,16.00,16.00,218.00,209.58,46.00,44.41,4.00,4.00,0.00,0.00,290,279,1,1.00,2,2.00,0.00,0.00,3,3,2.00,293,282,"£924,815.28","£22,642.76",£0.00,"£4,944.98","£267,965.22","£124,326.13","£1,344,694.37","£29,306.49","£9,977.18","£39,283.67","£1,383,978.04"
2026,August,Marine Management Organisation,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",14.00,12.22,120.00,117.99,232.00,223.34,92.00,89.86,7.00,6.73,8.00,8.00,473,458,,,,,27.00,26.00,27,26,0.00,500,484,"£1,525,433.92","£50,486.58","£241,123.00","£24,143.66","£446,128.27","£217,374.27","£2,504,689.70","£124,380.59",,"£124,380.59","£2,629,070.29"
2026,August,Natural England,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",35.00,32.23,199.00,182.89,2038.00,1900.80,463.00,440.66,31.00,29.20,2.00,2.00,"2,768","2,588",11,11.00,,,,,11,11,2.00,"2,779","2,599","£9,253,995.65","£53,126.18",£450.00,"£10,207.06","£2,695,521.74","£1,226,264.59","£13,239,565.22","£89,043.88","£107,600.00","£196,643.88","£13,436,209.10"
2026,August,"Royal Botanic Gardens, Kew",Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",315.00,204.46,279.00,222.76,397.00,375.28,108.00,105.10,17.00,17.00,71.00,70.22,"1,187",995,0,0.00,10,10.00,0.00,0.00,10,10,,"1,197","1,005","£3,595,830.91","£26,921.48",,"£37,521.47","£592,222.43","£476,663.55","£4,729,159.84","£111,618.60",,"£111,618.60","£4,840,778.44"
2026,August,Sea Fish Industry Authority,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",21.00,18.82,30.00,28.90,24.00,24.00,,,4.00,4.00,7.00,7.00,86,83,,,,,,,0,0,0.00,86,83,"£302,413.91","£4,477.32",£0.00,,"£29,644.65","£36,795.47","£373,331.35",£0.00,,£0.00,"£373,331.35"
2026,August,The Office for Environmental Protection,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0.00,0.00,2.00,2.00,33.00,30.81,47.00,44.76,5.00,5.00,0.00,0.00,87,83,,,,,0.00,0.00,0,0,,87,83,"£395,023.02",£0.00,"£26,100.00",£0.00,"£114,928.24","£59,161.62","£595,212.88",,,£0.00,"£595,212.88"
