Year,Month,Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: Published alongside your row of information)",,,,,,,,,
,,,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, unspecified",,"Total
Employees",,Agency staff ,,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,,,,,,,,,,
,,,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,,,,,,,,,,
2021,November,"Department for Environment, Food and Rural Affairs",Ministerial Department,"Department for Environment, Food and Rural Affairs",185,169.38,660,638.15,3116,3009.29,2047,1974.70,190,182.99,47,47.00,"6,245",6021.51,52,52.00,414,414.00,344,344.00,23,22.50,833,832.50,"7,078",6854.01,"£26,294,347.00","£59,538.00","£176,464.00","£83,073.00","£5,598,400.00","£2,342,166.00","£34,553,988.00","£10,426,969.58","£2,064,813.16","£12,491,782.74","£47,045,770.74",The methodology for collecting contingent labour headcount and FTE data changed in November 2021; data published prior to this date cannot be compared with data published after this date. Please see associated Statement of Methodology Revision for more information. ,,,,,,,,,
2021,November,Animal and Plant Health Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",828,773.02,774,734.19,889,848.15,209,202.98,4,4.00,0,0.00,"2,704",2562.34,107,107.00,23,23.00,0,0.00,0,0.00,130,130.00,"2,834",2692.34,"£6,445,685.89","£90,515.90","£39,984.81","£129,404.53","£1,769,290.77","£652,305.06","£9,127,186.96","£531,396.27",£0.00,"£531,396.27","£9,658,583.23",,,,,,,,,,
2021,November,"Centre for Environment, Fisheries and Aquaculture Science",Executive Agency,"Department for Environment, Food and Rural Affairs",59,54.36,130,120.57,332,313.94,112,106.35,4,4.00,0,0.00,637,599.22,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,637,599.22,"£1,706,457.00","£14,054.00",£0.00,"£44,083.00","£463,606.00","£192,774.00","£2,420,974.00",£0.00,£0.00,£0.00,"£2,420,974.00",,,,,,,,,,
2021,November,Rural Payments Agency,Executive Agency,"Department for Environment, Food and Rural Affairs",1240,1129.07,595,544.47,101,97.58,474,439.80,7,6.46,0,0.00,"2,417",2217.38,84,79.89,0,0.00,6,6.00,0,0.00,90,85.89,"2,507",2303.27,"£4,854,753.17","£3,705.00","£10,264.00","£119,633.24","£1,285,915.50","£440,702.39","£6,714,973.30","£333,984.00",£0.00,"£333,984.00","£7,048,957.30",,,,,,,,,,
2021,November,Veterinary Medicines Directorate,Executive Agency,"Department for Environment, Food and Rural Affairs",24,23.24,24,23.58,55,53.43,59,58.36,1,1.00,0,0.00,163,159.61,13,12.40,0,0.00,0,0.00,0,0.00,13,12.40,176,172.01,"£545,837.00","£16,791.00",£0.00,"£1,230.00","£151,097.00","£63,926.00","£778,881.00","£61,616.00",£0.00,"£61,616.00","£840,497.00",,,,,,,,,,
2021,November,Agriculture and Horticulture Development Board,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,424,407.00,424,407.00,0,0.00,0,0.00,2,2.00,0,0.00,2,2.00,426,409.00,"£1,361,920.27","£71,304.79",£0.00,£0.00,"£130,662.35","£162,182.40","£1,726,069.81","£1,998.00",£0.00,"£1,998.00","£1,728,067.81",AHDB is funded through a levy paid by farmers and others in the agricultural supply chain. No funding towards staffing or other running costs is received from the government. ,,,,,,,,,
2021,November,Consumer Council for Water,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",9,8.24,24,23.07,25,23.99,11,10.81,5,4.81,0,0.00,74,70.92,5,5.00,0,0.00,0,0.00,0,0.00,5,5.00,79,75.92,"£214,083.23","£1,668.07",£0.00,"£1,137.83","£55,312.04","£22,402.01","£294,603.18","£27,123.05",£0.00,"£27,123.05","£321,726.23",,,,,,,,,,
2021,November,Environment Agency,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",1438,1342.80,2590,2447.41,3369,3175.28,2363,2248.17,100,99.54,814,799.87,"10,674",10113.07,295,285.33,39,36.81,5,4.54,303,259.45,642,586.13,"11,316",10699.20,"£29,681,930.47","£299,046.65","£16,461.00","£1,157,923.59","£4,479,803.42","£3,214,939.77","£38,850,104.90","£1,152,925.94","£3,520,503.44","£4,673,429.38","£43,523,534.28",,,,,,,,,,
2021,November,Joint Nature Conservation Committee,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",9,9.00,35,34.60,183,175.36,29,27.62,2,2.00,7,0.99,265,249.57,2,2.00,0,0.00,0,0.00,0,0.00,2,2.00,267,251.57,"£669,132.25","£16,158.54",£600.00,£0.00,"£184,125.55","£68,250.24","£938,266.58","£8,545.56",£0.00,"£8,545.56","£946,812.14",,,,,,,,,,
2021,November,Marine Management Organisation,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",39,33.65,157,152.69,146,141.14,63,62.08,6,5.19,1,1.00,412,395.75,14,13.50,14,13.60,14,13.40,0,0.00,42,40.50,454,436.25,"£1,175,597.00",£0.00,£0.00,"£9,062.00","£293,359.00","£117,099.00","£1,595,117.00","£849,867.00",£0.00,"£849,867.00","£2,444,984.00",,,,,,,,,,
2021,November,National Forest Company,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",0,0.00,4,3.31,25,24.21,4,4.00,1,1.00,0,0.00,34,32.52,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,34,32.52,"£117,396.00",£0.00,£0.00,"£1,408.00","£25,987.00","£12,937.00","£157,728.00",£0.00,£0.00,£0.00,"£157,728.00",,,,,,,,,,
2021,November,Natural England,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",139,128.32,373,354.42,1652,1540.38,227,217.29,22,21.50,11,10.65,"2,424",2272.56,61,61.00,0,0.00,0,0.00,0,0.00,61,61.00,"2,485",2333.56,"£5,988,068.80","£56,064.83","£15,350.00","£50,114.20","£1,619,334.49","£591,411.87","£8,320,344.19","£160,000.00",,"£160,000.00","£8,480,344.19",,,,,,,,,,
2021,November,"Royal Botanic Gardens, Kew",Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",282,204.18,208,157.71,262,250.69,84,82.04,8,8.00,68,67.11,912,769.73,0,0.00,2,2.00,15,15.00,1,1.00,18,18.00,930,787.73,"£2,175,469.91","£23,451.44",£0.00,"£42,427.74","£477,408.27","£218,827.84","£2,937,585.20","£159,710.71","£16,429.75","£176,140.46","£3,113,725.66",,,,,,,,,,
2021,November,Sea Fish Industry Authority,Executive Non-Departmental Public Body,"Department for Environment, Food and Rural Affairs",28,27.06,32,31.70,17,17.00,3,3.00,1,1.00,0,0.00,81,79.76,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,81,79.76,"£266,190.66","£4,188.01",£0.00,£0.00,"£36,237.85","£28,285.07","£334,901.59",£0.00,£0.00,£0.00,"£334,901.59",,,,,,,,,,
