Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Admin and Clerical;
Headcount","Non-payroll staff;
Admin and Clerical;
Full-time equivalent","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Headcount","Non-payroll staff;
Interim Managers & Specialist Contractors & Medical;
Full-time equivalent","Non-payroll staff;
Other Contingent labour;
Headcount","Non-payroll staff;
Other Contingent labour;
Full-time equivalent","Non-payroll staff;
Total Contingent labour:
Headcount","Non-payroll staff;
Total Contingent labour:
Full-time equivalent","Non-payroll staff;
Consultancy;
Number of Contracts","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour","Non-Payroll staff costs;
Consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs,,,,,,,,,
2022,July,Department for Work and Pensions,Ministerial Department,Department for Work and Pensions,27828.00,23913.62,44824.00,40297.30,11169.00,10532.50,3634.00,3502.12,275.00,266.27,0.00,0.00,"87,730","78,512",0,0.00,697,697.00,0.00,0.00,697,697,0.00,"88,427","79,209","£180,164,086.51","£4,262,032.44","£12,278,426.60","£4,647,469.64","£52,717,906.99","£22,004,374.50","£276,074,296.68","£9,168,509.40","£299,146.30","£9,467,655.70","£285,541,952.38",,,,,,,,,
2022,July,Health and Safety Executive,Crown Non Departmental Public Body,Department for Work and Pensions,288.00,256.24,491.00,465.22,1373.00,1303.96,521.00,499.93,31.00,30.09,0.00,0.00,"2,704","2,555",23,23.00,30,30.00,0.00,0.00,53,53,0.00,"2,757","2,608","£9,231,907.34","£172,831.03",£0.00,"£16,463.68","£2,533,351.77","£1,152,432.95","£13,106,986.77","£253,822.06",£0.00,"£253,822.06","£13,360,808.83",,,,,,,,,
2022,July,The Pensions Regulator,Executive Non-Departmental Public Body,Department for Work and Pensions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,896.19,870.09,896,870,42.642,41.40,5.6341,5.47,0.00,0.00,48,47,0.00,944,917,"£3,715,954.22",£0.00,"£114,336.75","£4,796.48","£1,002,994.96","£448,149.20","£5,286,231.61","£540,924.58",£0.00,"£540,924.58","£5,827,156.19",,,,,,,,,
2022,July,Money & Pensions Service,Executive Non-Departmental Public Body,Department for Work and Pensions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,464.00,443.80,464,444,0,0.00,10,9.80,0.00,0.00,10,10,0.00,474,454,"£2,134,322.57","£40,309.44",£0.00,£0.00,"£222,702.46","£262,740.98","£2,660,075.45","£144,272.15",£0.00,"£144,272.15","£2,804,347.60",,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,0,0,,,,,,,£0.00,,,£0.00,£0.00,,,,,,,,,
