Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department of Health (excl agencies),Ministerial Department,Department of Health,46,45.16,244,236.43,592,575.32,574,550.2,128,123.01,1,1,1585,1531.12,41,41,0,0,4,3.5,24,23.61,69,68.11,1654,1599.23,5512447.79,37856.52,31265,13312.65,1175281.16,631612.62,7401775.74,1485391.42,0,1485391.42,8887167.16,0
Care Quality Commission ,Executive Non-Departmental Public Body,Department of Health,311,289.49,395,384.46,2008,1940.24,466,456.49,144,134.28,19,18.4,3343,3223.36,4,4,1,1,0,0,0,0,5,5,3348,3228.36,10836596,87569,0,109316,1438634,1166211,13638326,17258.34,0,17258.34,13655584.34,0
Health & Social Care Information Centre,Executive Non-Departmental Public Body,Department of Health,14,14,401,376.2,895,863.8,1487,1443.8,222,206.2,0,0,3019,2904,142,120,16,13.8,58,50,0,0,216,183.8,3235,3087.8,12187041.64,192688.66,0,19361.54,1618758.71,1432768.47,15450619.02,1931165.55,0,1931165.55,17381784.57,0
Health Education England,Special Health Authority,Department of Health,105,99,669,623.83,627,592.49,542,511.75,805,295.12,0,0,2748,2122.19,129,107.13,2,1.9,0,0,0,0,131,109.03,2879,2231.22,7850012.74,115873.92,0,5561.26,942078.29,788954.57,9702480.78,485134.73,0,485134.73,10187615.51,0
Health Research Authority,Executive Non-Departmental Public Body,Department of Health,5,2.34,89,84.87,70,67.59,37,34,6,6,0,0,207,194.8,12,9.69,0,0,0,0,0,0,12,9.69,219,204.49,616740.84,0,0,3763.03,78721.93,63204.68,762430.48,36534.84,0,36534.84,798965.32,0
Human Fertilisation & Embryology Authority,Executive Non-Departmental Public Body,Department of Health,0,0,16,15.2,39,37.4,9,8.75,4,4,0,0,68,65.35,2,2,0,0,5,5,0,0,7,7,75,72.35,226899,0,0,0,48173,25957,301029,100711,0,100711,401740,0
Human Tissue Authority,Executive Non-Departmental Public Body,Department of Health,2,1.5,7,7,27,26.81,9,8.9,3,3,0,0,48,47.21,0,0,0,0,0,0,0,0,0,0,48,47.21,175260.7,0,0,984.51,21957.26,19662.15,217864.62,0,0,0,217864.62,0
Medicines & Healthcare products Regulatory Agency,Executive Agency,Department of Health,64,63.1,207,198.08,504,491.4,386,371.1,154,139.31,0,0,1315,1262.99,26,26,15,14,12,11.4,0,0,53,51.4,1368,1314.39,4920871.69,29821.82,15753,20594.57,1039102.58,549868.49,6576012.15,675013.4971,0,675013.4971,7251025.647,0
Monitor,Executive Non-Departmental Public Body,Department of Health,11,10.8,20,19.6,64,63,186,180.6102778,41,39.00555556,0,0,322,313.0158333,7,7,0,0,6,6,1,1,14,14,336,327.0158333,1231897.27,0,0,0,392878.67,232882.61,1857658.55,119100.95,0,119100.95,1976759.5,0
National Institute for Health and Care Excellence,Executive Non-Departmental Public Body,Department of Health,13,13,91,82.57,247,229.56,252,228.74,59,50.85,3,1.8,665,606.52,13,7.86,0,0,2,1.68,0,0,15,9.54,680,616.06,2344692.06,17505.82,0,0,306789.62,263341.23,2932328.73,65042.23,0,65042.23,2997370.96,0
NHS Blood & Transplant,Special Health Authority,Department of Health,2041,1649.66,1118,1031.87,1506,1390.93,538,525.24,64,61.3,49,44.7,5316,4703.7,35,35,0,0,4,4,0,0,39,39,5355,4742.7,12385047.49,787792.2016,0,339378.9355,1757653.7,1375809.57,16645681.9,224214.41,0,224214.41,16869896.31,0
NHS Business Services Authority,Special Health Authority,Department of Health,1842,1629.6,523,496.38,326,319.05,203,194.19,49,49,0,0,2943,2688.22,66,66,0,0,0,0,30,30,96,96,3039,2784.22,5515575.34,1410.52,133628.7,64610.21,680135.59,500101.72,6895462.08,566210.58,0,566210.58,7461672.66,0
NHS England,Special Health Authority,Department of Health,548,506.83059,617,588.66001,1630,1568.2288,2795,2677.9199,807,751.88183,153,71.74816,6550,6165.26929,333,321.28001,58,30.03013,0,0,0,0,391,351.31014,6941,6516.57943,26364310.62,0,0,0,3359498.17,2994701.12,32718509.91,1426527.95,0,1426527.95,34145037.86,0
NHS Litigation Authority,Special Health Authority,Department of Health,9,8.6,42,41.46,118,112.91,115,106.04,9,9,0,0,293,278.01,13,13,0,0,0,0,0,0,13,13,306,291.01,1044977.42,134295.35,0,334.61,141923.71,131157.84,1452688.93,66829.54,0,66829.54,1519518.47,0
NHS Trust Development Authority,Special Health Authority,Department of Health,4,4,124,120.27,191,186.85,416,405.23,398,385.75,38,37.3,1171,1139.4,20,20,4,4,0,0,0,0,24,24,1195,1163.4,5644597.19,328891.18,0,95.71,741927.57,710400.82,7425912.47,68663.28,0,68663.28,7494575.75,0
Public Health England,Executive Agency,Department of Health,830,733.1918,692,650.54688,2031,1897.8337,1488,1395.3317,418,375.26473,9,9,5468,5061.16881,91,86.6,0,0,41,10.73,0,0,132,97.33,5600,5158.49881,14274403.23,5116723.78,210725.08,87040.15,3524364.5,2184396.03,25397652.77,738004.44,0,738004.44,26135657.21,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(.) - Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(..) - Missing / Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
