Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: These will be published alongside your row of information)","Notes for Cabinet Office
(Not for publication)",,
,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, or unspecified",,"Total
Employees",,"Agency staff 
(clerical/admin)",,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,,,,
,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,,,,
Department for Communities and Local Government,Ministerial Department,Department for Communities and Local Government,66,63.6,201,196.9,620,599.0,476,463.5,73,71.7,0,0.0,"1,436","1,395",3,3.0,1,1.0,59,47.4,4,4.0,67,55.4,"1,503","1,450","£4,912,534.90","£92,459.49","£17,100.00","£37,913.77","£1,076,068.93","£564,098.13","£6,700,175.22","£62,871 ",£0.00,"£62,871.00","£6,763,046.22",,,,
Planning Inspectorate,Executive Agency,Department for Communities and Local Government,158,143.2,98,88.4,84,80.6,310,269.1,7,7.0,0,0.0,657,588,13,13.0,0,0.0,56,18.4,0,0.0,69,31.4,726,620,"£1,946,590.77","£80,287.97","£1,680.00","£4,798.56","£422,671.42","£217,979.47","£2,674,008.19","£199,642.35",£0.00,"£199,642.35","£2,873,650.54",,,,
Queen Elizabeth II Conference Centre,Executive Agency,Department for Communities and Local Government,4,4.0,17,17.0,25,25.0,5,5.0,1,1.0,0,0.0,52,52,0,0.0,0,0.0,0,0.0,0,0.0,0,0,52,52,"£159,684.51",£540.00,£0.00,"£7,399.95","£31,328.17","£18,100.02","£217,052.65",£0.00,£0.00,£0.00,"£217,052.65",,,,
Homes and Communities Agency,Executive Non-Departmental Public Body,Department for Communities and Local Government,13,12.4,184,175.4,242,237.9,263,260.5,43,42.3,0,0.0,745,728,7,7.0,4,4.0,0,0.0,0,0.0,11,11,756,739,"£3,002,585.98","£117,827.00",£0.00,"£3,266.13","£682,961.75","£358,092.01","£4,164,732.87","£48,895.29",£0.00,"£48,895.29","£4,213,628.16",,,,
Housing Ombudsman Service,Executive Non-Departmental Public Body,Department for Communities and Local Government,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,57,55.6,57,56,12,12.0,0,0.0,0,0.0,0,0.0,12,12,69,68,"£207,519.57",£0.00,£0.00,£0.00,"£39,597.82","£22,811.16","£269,928.55","£44,431.80",£0.00,"£44,431.80","£314,360.35",,,,
Leasehold Advisory Service,Executive Non-Departmental Public Body,Department for Communities and Local Government,3,2.8,1,1.0,15,14.3,0,0.0,1,1.0,0,0.0,20,19,0,0.0,0,0.0,0,0.0,0,0.0,0,0,20,19,"£62,992.36",£0.00,£0.00,£0.00,"£6,882.88","£6,560.11","£76,435.35",£0.00,£0.00,£0.00,"£76,435.35",,,,
Valuation Tribunal Service,Executive Non-Departmental Public Body,Department for Communities and Local Government,21,19.6,34,33.8,13,12.7,2,2.0,1,1.0,0,0.0,71,69,5,5.0,0,0.0,0,0.0,0,0.0,5,5,76,74,"£203,818.19","£1,296.66",£0.00,£0.00,"£29,506.33","£21,608.56","£256,229.74","£17,990.77",£0.00,"£17,990.77","£274,220.51",,,,
