Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department for Communities & Local Government ,Ministerial Department,Department for Communities & Local Government,107,103.09,235,227.28,737,719.1,550,532.8,83,80.6,0,0,1712,1662.87,7,7,3,3,30,30,3,3,43,43,1755,1705.87,5703228.29,76802.77,22200,29228.25,1156136.34,519014.32,7506609.97,377535,52418,429953,7936562.97,
Fire Service College,Executive Agency,Department for Communities & Local Government,65,61.4,25,23.5,40,38,8,7.5,1,1,0,0,139,131.4,3,2.8,4,3.8,0,0,0,0,7,6.6,146,138,317270.39,0,0,0,55106.23,18886.77,391263.39,26265.8,0,26265.8,417529.19,
Planning Inspectorate,Executive Agency,Department for Communities & Local Government,218,196.6,140,127.7,85,82.1,301,250.5,7,7,0,0,751,663.9,4,4,0,0,0,0,0,0,4,4,755,667.9,2067962.26,16393.3,0,2782.89,415210.14,188277.72,2690626.31,0,0,0,2690626.31,
Queen Elizabeth II Conference Centre,Executive Agency,Department for Communities & Local Government,4,4,8,8,27,27,3,3,1,1,0,0,43,43,1,1,0,0,0,0,3,3,4,4,47,47,120315.72,0,0,5009.46,23345.01,9600.15,158270.34,1645,4551,6196,164466.34,
Homes & Communities Agency,Executive Non-Departmental Public Body,Department for Communities & Local Government,119,113.49,207,201.24,228,222.16,40,39.8,47,46.88,221,216.13,862,839.7,3,3,0,0,4,4,0,0,7,7,869,846.7,2995498.21,227390.74,0,1684.26,665961.09,299394.96,4189929.26,15485.4,0,15485.4,4205414.66,
Independent Housing Ombudsman Ltd,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,0,0,0,0,0,0,42,40.5,42,40.5,2,2,0,0,0,0,0,0,2,2,44,42.5,296336.42,64.28,0,0,32074.09,15898.93,344373.72,5477,0,5477,349850.72,
Leasehold Advisory Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,3,2.4,1,1,17,16,0,0,1,1,0,0,22,20.4,0,0,0,0,0,0,0,0,0,0,22,20.4,61760,0,0,0,5565,6653,73978,0,0,0,73978,
London Thames Gateway Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,2,2,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,12500,0,0,0,1812.5,1202.38,15514.88,0,0,0,15514.88,
Valuation Tribunal Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,20,19.17,43,41.834,11,10.736,2,2,1,1,0,0,77,74.74,4,3.6,0,0,0,0,0,0,4,3.6,81,78.34,207391,2385,0,0,44400,18382,272558,7438,0,7438,279996,
West Northamptonshire Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,6,5.41,6,5.47,9,8.7,2,2,3,3,9,1.5,35,26.08,0,0,0,0,0,0,1,0.6,1,0.6,36,26.68,122977.78,5095,0,0,8719.98,13010.37,149803.13,0,4955,4955,154758.13,
