Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department of Health and Social Care (excl agencies),Ministerial Department,Department of Health and Social Care,44,43.55,249,241.03,594,576.44,592,567.07,128,123.21,0,0,1607,1551.3,42,41.32,0,0,1,1,19,18.61,62,60.93,1669,1612.23,5728118.66,15168.34,61249,8812.99,1549420.68,667173.76,8029943.43,1768922,0,1768922,9798865.43,0
Care Quality Commission,Executive Non-Departmental Public Body,Department of Health and Social Care,304,282.87,392,379.33,1982,1911.77,450,438.32,145,133.58,18,18,3291,3163.87,5,5,0,0,0,0,0,0,5,5,3296,3168.87,11275597,82402,0,18444,1403236,1156320,13935999,112795.91,0,112795.91,14048794.91,0
Health and Social Care Information Centre,Executive Non-Departmental Public Body,Department of Health and Social Care,7,7,401,379.8,781,752.7,1344,1299.5,192,179.7,0,0,2725,2618.7,193,163.2,34,28,53,42,0,0,280,233.2,3005,2851.9,10663124.25,146556.05,0,24229.64,3318731.73,1234967.28,15387608.95,1629589.14,0,1629589.14,17017198.09,0
Health Education England,Executive Non-Departmental Public Body,Department of Health and Social Care,425,398.59,320,294.24,586,553.46,529,493.75,912,296.09,0,0,2772,2036.13,95,73.9,1,0.2,0,0,0,0,96,74.1,2868,2110.23,7672986.31,41601.15,0,1323.17,899844.68,771261.13,9387016.44,0,0,0,9387016.44,0
Health Research Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,1,1,74,71.01,74,71.27,32,29.01,7,6.75,0,0,188,179.04,7,4.87,0,0,0,0,0,0,7,4.87,195,183.91,611060.62,0,0,1686.29,72601.91,58157.88,743506.7,0,0,0,743506.7,0
Human Fertilisation and Embryology Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,0,0,13,12.2,39,36.4,9,8.5,3,3,0,0,64,60.1,2,2,0,0,5,5,0,0,7,7,71,67.1,220311.87,0,0,0,58883.87,25131.9,304327.64,0,0,0,304327.64,0
Human Tissue Authority,Executive Non-Departmental Public Body,Department of Health and Social Care,1,0.5,6,6,30,30,10,9.95,3,3,0,0,50,49.45,0,0,0,0,0,0,0,0,0,0,50,49.45,194764.14,338.33,0,734.04,23635.62,21908.08,241380.21,9107.05,0,9107.05,250487.26,0
Medicines and Healthcare Products Regulatory Agency,Executive Agency,Department of Health and Social Care,60,58.92,175,167.58,475,464.34,390,373.8,162,145.03,0,0,1262,1209.67,0,0,0,0,0,0,0,0,0,0,1262,1209.67,4859862.5,33941.76,4300,10408.17,1308062.29,548044.58,6764619.3,926890.0183,0,926890.0183,7691509.318,0
Monitor,Executive Non-Departmental Public Body,Department of Health and Social Care,11,10.8,18,17.6,59,58,172,166.8102778,38,36.00555556,0,0,298,289.2158333,4,4,5,5,0,0,0,0,9,9,307,298.2158333,1120057.33,0,0,0,471915.55,210590.59,1802563.47,104355.99,0,104355.99,1906919.46,0
National Institute for Health and Care Excellence,Executive Non-Departmental Public Body,Department of Health and Social Care,15,15,92,88.05,263,243.35,239,222.75,62,58.95,3,1.8,674,629.9,6,4.08,0,0,1,1,0,0,7,5.08,681,634.98,2409188.25,16264.55,0,0,327926.89,270847.66,3024227.35,36421.2,0,36421.2,3060648.55,0
NHS Blood & Transplant,Special Health Authority,Department of Health,2012,1627.81,1118,1023.57,1534,1413.53,543,529.2,64,60.7,46,42.7,5317,4697.51,39,39,1,1,5,5,0,0,45,45,5362,4742.51,13017631.77,943856.9677,0,171869.0484,1839936.96,1437143.87,17410438.62,184058,0,184058,17594496.62,0
NHS Business Services Authority,Special Health Authority,Department of Health,1864,1644.48,589,558.06,347,339.6,203,190.66,50,50,0,0,3053,2782.8,95,95,0,0,30,30,0,0,125,125,3178,2907.8,5792267.05,13206.95,112221.73,53494.49,720648.9,523233.79,7215072.91,590849.44,0,590849.44,7805922.35,0
NHS England,Special Health Authority,Department of Health,518,473.5631,617,588.3867,1577,1510.4343,2774,2659.7873,777,729.9155,164,81.2967,6427,6043.3836,324,313.36,78,45.52347,0,0,0,0,402,358.88347,6829,6402.26707,26802556.76,0,0,0,3412707.47,3046962.5,33262226.73,1315243.4,0,1315243.4,34577470.13,0
NHS Litigation Authority,Special Health Authority,Department of Health,12,11,43.5,42.46,122,117.01,126.5,118.76,10,10,0,0,314,299.23,12,12,0,0,0,0,0,0,12,12,326,311.23,1138121.45,140810.93,0,1484.42,149810.62,139388.75,1569616.17,0,0,0,1569616.17,0
NHS Trust Development Authority,Special Health Authority,Department of Health,14,13.6,177,169.88,263,254.44,523,504.17,425,410.73,37,36.3,1439,1389.12,0,0,0,0,0,0,0,0,0,0,1439,1389.12,6655726,325602,0,251,866609,822883,8671071,133279.09,0,133279.09,8804350.09,0
Public Health England,Executive Agency,Department of Health,814,715.78,681,642.5,2020,1885.63,1483,1392.66,405,360.21,4,4,5407,5000.78,59,57.8,0,0,37,18.8,0,0,96,76.6,5503,5077.38,12362570.47,5662938.3,5268.87,88698.92,4155053.72,2029454.28,24303984.56,407983.82,0,407983.82,24711968.38,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(.) - Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(..) - Missing / Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
