Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department for Education,Ministerial Department,Department for Education,115,109.46,708,680.33,1664,1608.04,1168,1117.26,163,153.03,,,3818,3668.12,38,26.78,,,57,57,,,95,83.78,3913,3751.9,,,,,,,0,,,0,0,"Please note we are unable to split the contingent labour by interims or specialist contractors. Consultants/Consultancy cannot be measured in HC or FTE.  In previous monthly workforce MI returns, only Hays agency staff were recorded.  From April 2012 onwards, agency staff from both Reed and Hays will be recorded and from May 2014 Brook Street information will be recorded."
Education & Skills Funding Agency ,Executive Agency,Department for Education,49,46.78,194,188.51,639,617.27,635,622.72,41,40.87,,,1558,1516.15,31,31,54,52,175,163.3,0,0,260,246.3,1818,1762.45,,,,,,,0,,,0,0,
National College for Teaching and Leadership,Executive Agency,Department for Education,16,15.61,92,88.53,176,166.52,97,91.25,8,7.76,,,389,369.67,3,3,,,,,,,3,3,392,372.67,,,,,,,0,,,0,0,
Standards and Testing Agency,Executive Agency,Department for Education,0,0,19,18.38,68,66.97,28,27,4,3.92,,,119,116.27,1,1,,,6,1.7,1,0.05,8,2.75,127,119.02,,,,,,,0,,,0,0,
The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,7,7,1,1,12,11.4,8,7.6,3,2.8,,,31,29.8,,,,,,,,,0,0,31,29.8,106819.69,1257.29,,,23605.92,11883.4,143566.3,1125.96,,1125.96,144692.26,
Equality & Human Rights Commission,Executive Non-Departmental Public Body,Department for Education,0,0,12,10.96,111,105.86,56,52.39,12,12,,,191,181.21,1,1,5,5,,,,,6,6,197,187.21,642664,13428,0,2786,140338,72330,871546,30658,,30658,902204,
Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,377,344.2357143,592,577.5571429,305,299.1285714,20,20,6,6,0,0,1300,1246.921429,88,68.77,0,0,91,59.26,0,0,179,128.03,1479,1374.951429,3240285.22,178947.12,0,72976.44,414236.49,329120.65,4235565.92,902891.98,1798.23,904690.21,5140256.13,
Engineering Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,9,9,26,25,20,20,5,5,,,,,60,59,,,,,,,,,0,0,60,59,226327,19380,4128,0,31448,27354,308637,,,0,308637,
Higher Education Funding Council for England,Executive Non-Departmental Public Body,Department for Education,30,26,16,15,199,185,115,103,34,33,0,0,394,362,,,,,,,,,0,0,394,362,1206444.37,8294.86,-2500,841.24,247348.33,129365.5,1589794.3,131901.8,,131901.8,1721696.1,
Office for Fair Access,Executive Non-Departmental Public Body,Department for Education,0,0,3,3,20,17.5,9,8.6,2,1.6,0,0,34,30.7,2,2,0,0,0,0,0,0,2,2,36,32.7,95866.47,0,0,0,18159.75,10076.27,124102.49,6659.52,0,6659.52,130762.01,
Student Loans Company Ltd,Executive Non-Departmental Public Body,Department for Education,1928,1822.434,833,800.8010933,181,176.7,26,25.8,5,4.8,0,0,2973,2830.535093,36,36,0,0,14,14,0,0,50,50,3023,2880.535093,5513352.79,182520.06,20689.16,174844.36,643378.14,520017.55,7054802.06,49614.62,0,49614.62,7104416.68,HC decreased due to attrition
LocatEd,Executive Non-Departmental Public Body,Department for Education,,,,,,,1,1,1,1,46,46,48,48,,,,,1,0.23,,,1,0.23,49,48.23,252855.42,,,,9655.21,28756.88,291267.51,5133.33,,5133.33,296400.84,
