Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
Department of Health (excl agencies),Ministerial Department,Department of Health,44,43.55,257,249.18,592,573.87,592,567.74,129,123.87,0,0,1614,1558.21,46,45.32,0,0,7,6.5,27,26.61,80,78.43,1694,1636.64,5641988.46,12160.63,29880,6639.64,1538093.18,687546.69,7916308.6,2194053.38,0,2194053.38,10110361.98,0
Care Quality Commission ,Executive Non-Departmental Public Body,Department of Health,302,280.46,393,379.89,2002,1932.55,455,441.28,153,135.98,20,18,3325,3188.16,8,8,0,0,0,0,0,0,8,8,3333,3196.16,13160627,28025,0,73394,546628,421409,14230083,122275.65,0,122275.65,14352358.65,0
Health & Social Care Information Centre,Executive Non-Departmental Public Body,Department of Health,7,7,405,383.7,801,770.4,1364,1323.1,214,197.6,0,0,2791,2681.8,186,139.8,29,19.8,52,35.9,0,0,267,195.5,3058,2877.3,11723374.69,147413.55,0,24397.02,1485255.55,1321361.46,14701802.27,1370610.13,0,1370610.13,16072412.4,0
Health Education England,Special Health Authority,Department of Health,92,86.86,623,578.91,567,532.36,505,468.66,848,285.11,0,0,2635,1951.9,100,79.36,1,0.5,0,0,0,0,101,79.86,2736,2031.76,7621374.88,149656.85,0,4836.65,904218.66,760576.68,9440663.72,196766.22,0,196766.22,9637429.94,0
Health Research Authority,Executive Non-Departmental Public Body,Department of Health,2,1,76,72.81,75,72.05,33,29.7,6,6,0,0,192,181.56,4,2.98,0,0,0,0,0,0,4,2.98,196,184.54,773932.85,0,0,8521.99,77455.87,66597.23,926507.94,30254.97,0,30254.97,956762.91,0
Human Fertilisation & Embryology Authority,Executive Non-Departmental Public Body,Department of Health,0,0,15,14.2,38,36.4,9,8.5,3,3,0,0,65,62.1,2,2,0,0,5,5,0,0,7,7,72,69.1,211489.67,0,0,0,57665,23187,292341.67,85346,0,85346,377687.67,0
Human Tissue Authority,Executive Non-Departmental Public Body,Department of Health,2,0.84,6,5.27,30,29.64,10,9.41,3,3,0,0,51,48.16,0,0,0,0,0,0,0,0,0,0,51,48.16,187964.21,0,0,449.55,34425.94,20954.75,243794.45,8971.01,0,8971.01,252765.46,0
Medicines & Healthcare products Regulatory Agency,Executive Agency,Department of Health,58,57.92,177,171.15,499,491.84,389,374.91,164,147.6,0,0,1287,1243.42,0,0,0,0,0,0,0,0,0,0,1287,1243.42,4802302.52,33717.02,16900,5843.15,1311690.98,543847.86,6714301.53,0,0,0,6714301.53,0
Monitor,Executive Non-Departmental Public Body,Department of Health,11,10.8,18,17.6,61,60,175,169.8102778,40,38.00555556,0,0,305,296.2158333,4,4,0,0,5,5,0,0,9,9,314,305.2158333,1164483.67,0,0,0,489985.87,219974.05,1874443.59,0,0,0,1874443.59,0
National Institute for Health and Care Excellence,Executive Non-Departmental Public Body,Department of Health,16,15.99,86,79.59,259,243.21,241,224.61,65,57.88,3,1.8,670,623.08,9,5.46,0,0,1,0.9,0,0,10,6.36,680,629.44,2501328,17662.44,0,847.47,323474.31,282646.76,3125958.98,43640.98,0,43640.98,3169599.96,0
NHS Blood & Transplant,Special Health Authority,Department of Health,2042,1652.68,1109,1023.37,1519,1402.59,541,528.44,65,62.1,49,44.7,5325,4713.88,34,34,3,3,5,5,0,0,42,42,5367,4755.88,13699023.61,836810,0,350142.9597,1824812.25,1537458.22,18248247.04,145317.13,0,145317.13,18393564.17,0
NHS Business Services Authority,Special Health Authority,Department of Health,1873,1655.62,569,540.26,332,324.65,205,194.06,51,51,0,0,3030,2765.59,77,77,0,0,0,0,29,29,106,106,3136,2871.59,6050798.8,13096.08,119257.32,104287.92,713169.9,566877.06,7567487.08,589471.08,0,589471.08,8156958.16,0
NHS England,Special Health Authority,Department of Health,550,505.5098,609,580.7667,1582,1520.1635,2757,2641.0073,792,743.3462,152,71.5698,6442,6062.3633,358,342.28001,67,38.5968,0,0,0,0,425,380.87681,6867,6443.24011,27738202.64,0,0,0,3423209.59,3179427.14,34340839.37,2103799.7,0,2103799.7,36444639.07,0
NHS Litigation Authority,Special Health Authority,Department of Health,11,10.6,38.5,37.46,115,110.61,123.5,115.56,10,10,0,0,298,284.23,11,11,0,0,0,0,0,0,11,11,309,295.23,1161940.96,131103.79,0,0,146246.21,146248.52,1585539.48,54355.39,0,54355.39,1639894.87,0
NHS Trust Development Authority,Special Health Authority,Department of Health,15,14.6,185,178.44,259,251.44,502,486.1,432,419.08,38,37.3,1431,1386.96,0,0,0,0,0,0,0,0,0,0,1431,1386.96,6885777.71,334794.4,0,6064.58,874069.42,854353.46,8955059.57,74276.38,0,74276.38,9029335.95,0
Public Health England,Executive Agency,Department of Health,811,719.15017,691,648.21355,2034,1900.063,1502,1398.59792,410,368.36473,4,4,5452,5038.38937,84,84,0,0,38,17.8,0,0,122,101.8,5574,5140.18937,12159162.36,5612631.37,125952.44,84061.79,4302458.97,2155335.57,24439602.5,420272.93,0,420272.93,24859875.43,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(.) - Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(..) - Missing / Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
