,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Please read the additional data fields descriptions before entering information into this template. Completed templates must be returned to your organisation's main, parent or sponsoring department. They will provide one return to Cabinet Office capturing information for all their relevant organisations.
(NB: This data sheet is password protected. Contact Cabinet Office if you require the password.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisation name,"Organisation 
type","Main, parent or 
sponsoring department: ",Payroll staff,,,,,,,,,,,,,,Number of non-payroll staff (contingent labour and consultants/consultancy),,,,,,,,,,"Grand Total 
(workforce numbers)",,Payroll staff costs,,,,,,,Non-Payroll staff (contingent labour/consultancy) costs,,,Grand Total paybill/staffing (payroll and non-payroll) costs,"Comments
(NB: These will be published alongside your row of information)","Notes for Cabinet Office
(Not for publication)"
,,,The data below shows an average for the period March 2013 - April 2014,,,,,,,,,,,,,,The data below shows an average for the period March 2013 - April 2014,,,,,,,,,,,,The data below shows the total cost for the period March 2012 - April 2013,,,,,,,The data below shows the total cost for the period March 2012 - April 2013,,,,,
,,,AO/AA,,EO,,SEO/HEO,,Grade 6/7,,SCS,,"Other, unknown, or unspecified",,"Total
Employees",,"Agency staff 
(clerical/admin)",,Interim managers,,Specialist Contractors,,Consultants/consultancy,,Total,,,,Salary,Allowances,Non-consolidated performance payments,Overtime,Employer pension contributions,Employer national insurance contributions,Total paybill for payroll staff,"Total monthly cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors","Total monthly cost of consultants/
consultancy",Total non-payroll (CCL) staff costs,,,
,,,Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",Headcount,"Full-time 
equivalent",,,,,,,,,,,,,
Department of Energy and Climate Change,Ministerial Department,Department of Energy and Climate Change,75.80,72.54,136.40,133.81,527.00,475.94,649.80,596.43,109.00,105.12,0.00,0.00,"1,498","1,384",57.80,57.40,11.00,11.00,84.00,79.99,0.00,0.00,152.80,148.39,"1,651","1,532","£26,074,183.96","£1,820,552.98","£409,200.89","£181,383.36","£5,717,152.03","£2,652,420.03","£36,854,893.25","£2,011,146.71","£2,039,898.12","£4,051,044.83","£40,905,938.08",,
Coal Authority,Executive Non-Departmental Public Body,Department of Energy & Climate Change,21.60,17.74,18.80,15.70,68.40,67.09,27.40,25.42,3.20,3.20,0.00,0.00,139,129,4.80,4.80,0.00,0.00,7.40,7.40,0.00,0.00,12.20,12.20,152,141,"£1,921,523.60","£55,627.01","£66,402.00","£18,870.75","£368,773.10","£190,730.96","£2,621,927.42","£195,031.22","£121,273.72","£316,304.94","£2,938,232.36",,
Civil Nuclear Police Authority,Executive Non-Departmental Public Body,Department of Energy & Climate Change,1023.00,1015.64,266.00,263.25,134.40,99.85,13.00,13.00,5.20,5.20,0.00,0.00,"1,442","1,397",0.00,0.00,0.00,0.00,0.00,0.00,2.50,2.50,2.50,2.50,"1,444","1,399","£18,961,841.00","£554,808.44","£534,996.68","£2,898,137.71","£3,014,314.01","£2,047,938.98","£28,012,036.82",£0.00,"£14,673.36","£14,673.36","£28,026,710.18",,
Committee on Climate Change,Executive Non-Departmental Public Body,Department of Energy & Climate Change,1.40,1.21,1.00,1.00,7.40,7.26,17.80,16.28,3.80,3.72,0.00,0.00,31,29,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,32,30,"£583,404.83",£0.00,"£41,350.00",£0.00,"£119,073.85","£60,767.33","£804,596.01","£11,520.00",£0.00,"£11,520.00","£816,116.01",,
Nuclear Decommissioning Authority,Non-Ministerial Department,Department of Energy & Climate Change,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,296.20,286.23,296,286,12.20,11.22,0.00,0.00,0.00,0.00,0.00,0.00,12.20,11.22,308,297,"£6,883,571.58","£421,534.26","£1,366,758.63",£0.00,"£1,516,016.15","£950,208.89","£11,138,089.51","£968,682.91","£621,565.63","£1,590,248.54","£12,728,338.05",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
