Year,Month,Organisation name,Organisation type,"Main, parent or sponsoring department:","Payroll staff;
AO/AA;
Headcount","Payroll staff;
AO/AA;
Full-time equivalent","Payroll staff;
EO;
Headcount","Payroll staff;
EO;
Full-time equivalent","Payroll staff;
SEO/HEO;
Headcount","Payroll staff;
SEO/HEO;
Full-time equivalent","Payroll staff;
Grade 6/7;
Headcount","Payroll staff;
Grade 6/7;
Full-time equivalent","Payroll staff;
SCS;
Headcount","Payroll staff;
SCS;
Full-time equivalent","Payroll staff;
Other, unknown, unspecified;
Headcount","Payroll staff;
Other, unknown, unspecified;
Full-time equivalent","Payroll staff;
Total;
Headcount","Payroll staff;
Total;
Full-time equivalent","Non-payroll staff;
Agency Staff;
Headcount","Non-payroll staff;
Agency Staff;
Full-time equivalent","Non-payroll staff;
Interim managers;
Headcount","Non-payroll staff;
Interim managers;
Full-time equivalent","Non-payroll staff;
Specialist Contractors;
Headcount","Non-payroll staff;
Specialist Contractors;
Full-time equivalent","Non-payroll staff;
Consultants/consultancy;
Headcount","Non-payroll staff;
Consultants/consultancy;
Full-time equivalent","Non-payroll staff;
Total;
Headcount","Non-payroll staff;
Total;
Full-time equivalent","Grand Total (workforce numbers);
Headcount","Grand Total (workforce numbers);
Full-time equivalent","Payroll staff costs;
Salary","Payroll staff costs;
Allowances","Payroll staff costs;
Non-consolidated performance payments","Payroll staff costs;
Overtime","Payroll staff costs;
Employer pension contributions","Payroll staff costs;
Employer national insurance contributions","Payroll staff costs;
Total paybill","Non-Payroll staff costs;
Contingent labour: agency staff, interim managers and specialist contractors","Non-Payroll staff costs;
Consultants/consultancy","Non-Payroll staff costs;
Total staff costs",Grand Total paybill/staffing (payroll and non-payroll) costs,,,,,,,,,
2022,January,Department for Education,Ministerial Department,Department for Education,89,83.7,779,755.4,"2,848","2,753.2","2,306","2,215.1",221,210.4,7,6.8,"6,250",6025,66,66.0,,,90,83.6,,,156,150,"6,406","6,174","£21,640,639.36","£430,067.40","£312,302.20","£63,142.34","£6,030,481.27","£2,540,450.11","£31,017,082.68","£471,850.59","£216,995.29","£688,845.88","£31,705,928.56",,,,,,,,,
2022,January,Education & Skills Funding Agency ,Executive Agency,Department for Education,22,20.6,173,166.6,"1,041","1,003.9",589,574.0,44,42.5,,,"1,869",1808,,,,,1,1.0,,,1,1,"1,870","1,809","£6,099,934.74","£67,773.71","£43,345.00","£19,042.79","£1,700,880.97","£707,433.40","£8,638,410.61","£8,888.45","£63,393.18","£72,281.63","£8,710,692.24",,,,,,,,,
2022,January,Teaching Regulation Authority,Executive Agency,Department for Education,13,13.0,27,26.4,31,29.5,7,6.7,1,1.0,,,79,77,,,,,,,,,0,0,79,77,"£192,289.68","£1,217.43",£0.00,£0.00,"£52,196.95","£18,316.03","£264,020.09",£0.00,£0.00,£0.00,"£264,020.09",,,,,,,,,
2022,January,Standards and Testing Agency,Executive Agency,Department for Education,0,0.0,15,14.8,73,69.0,34,32.8,4,4.0,,,126,121,,,,,,,,,0,0,126,121,"£410,331.60","£3,341.52","£1,250.00",£0.00,"£114,078.26","£47,506.37","£576,507.75",£0.00,£0.00,£0.00,"£576,507.75",,,,,,,,,
2022,January,The Office of the Children's Commissioner,Executive Non-Departmental Public Body,Department for Education,,,,,18,17.8,7,6.6,4,4.0,,,29,28,1,1.0,1,1.0,,,,,2,2,31,30,"£122,637.83","£1,757.75",£0.00,£0.00,"£31,075.67","£14,191.83","£169,663.08","£11,153.98",£0.00,"£11,153.98","£180,817.06",,,,,,,,,
2022,January,Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,49,43.8,329,324.7,243,240.1,18,17.8,5,5.0,1,0.2,645,632,4,4.0,2,2.0,,,,,6,6,651,638,"£1,998,808.03","£146,574.63",£0.00,"£11,343.62","£148,869.26","£214,247.64","£2,519,843.18","£63,427.52","£16,320.00","£79,747.52","£2,599,590.70",,,,,,,,,
2022,January,Engineering Construction Industry Training Board,Executive Non-Departmental Public Body,Department for Education,10,10,36,35.8,33,32.2,4,4,,,,,83,82,,,,,2,0.1,4,0.4,6,1,89,83,"£327,831.00","£41,544.00",£569.00,£0.00,"£43,382.00","£39,989.00","£453,315.00",£420.00,"£3,850.00","£4,270.00","£457,585.00",,,,,,,,,
2022,January,Office for Students,Executive Non-Departmental Public Body,Department for Education,21,20.0,10,9.4,178,164.6,146,133.4,41,39.2,,,396,367,12,12.0,,,2,2.0,,,14,14,410,381,"£1,401,004.00","£20,113.00",£0.00,£327.00,"£375,526.00","£142,465.00","£1,939,435.00","£38,841.82",£0.00,"£38,841.82","£1,978,276.82",,,,,,,,,
2022,January,Student Loans Company Ltd,Executive Non-Departmental Public Body,Department for Education,"2,147","2,034.6",779,759.6,280,275.5,31,30.8,8,8.0,0,0.0,"3,245",3109,6,6.0,0,0.0,12,12.0,0,0.0,18,18,"3,263","3,127","£7,093,188.54","£159,734.16","£12,328.88","£113,351.20","£1,412,723.26","£675,598.64","£9,466,924.68","£180,303.00",£0.00,"£180,303.00","£9,647,227.68",,,,,,,,,
2022,January,Institute for Apprenticeships and Technical Education,Executive Non-Departmental Public Body,Department for Education,6,6.0,7,7.0,96,94.4,154,151.4,13,12.2,,,276,271,6,6.0,,,,,,,6,6,282,277,"£1,122,913.53",£0.00,£0.00,£0.00,"£295,712.48","£130,282.36","£1,548,908.37","£29,064.98",£0.00,"£29,064.98","£1,577,973.35",,,,,,,,,
